group,aspect,triplet,split_index,train_n_obs,train_total_weight,train_edges,train_eligible_edges,train_min_edge_support,train_mean_edge_support,train_mean_abs_margin,train_max_abs_margin,train_gradient_energy,train_residual_energy,train_rho_cyc,train_eligible_triples,train_cyclic_triples,train_cycle_rate,train_weighted_cycle_intensity,scalar_test_weight,scalar_test_n_obs,scalar_test_edges,scalar_test_log_loss,scalar_test_brier,scalar_test_accuracy,scalar_test_error_rate,scalar_test_calibration_abs_error,scalar_test_pair_calibration_mae,scalar_test_majority_edge_error,pairwise_test_weight,pairwise_test_n_obs,pairwise_test_edges,pairwise_test_log_loss,pairwise_test_brier,pairwise_test_accuracy,pairwise_test_error_rate,pairwise_test_calibration_abs_error,pairwise_test_pair_calibration_mae,pairwise_test_majority_edge_error,uplift_log_loss,uplift_brier,uplift_error_rate,uplift_calibration_abs_error,uplift_pair_calibration_mae,uplift_majority_edge_error,uplift_accuracy
all,harmless,allenai/tulu-2-70b | allenai/tulu-2-7b | gpt-3.5-turbo-0125,24.5,231.56,177.56,3.0,3.0,47.87,59.18666666666667,0.3482936416108501,0.5341053293003122,27.425314193641633,0.4360639066789011,0.01569975462305527,0.96,0.0,0.0,0.0,60.44,78.44,3.0,0.4874518175728923,0.16010813318315015,0.7576049478472363,0.2423950521527636,0.05955905772543807,0.10405013157283559,0.11132365506890818,60.44,78.44,3.0,0.6379227680225205,0.2222007559650735,0.6688413372654877,0.33115866273451233,0.0899682758048275,0.13605424327745352,0.17937830639412947,-0.15047095044962813,-0.062092622781923346,-0.08876361058174873,-0.03040921807938942,-0.03200411170461795,-0.06805465132522132,-0.08876361058174873
all,harmless,allenai/tulu-2-7b | gpt-4-turbo-2024-04-09 | meta-llama/Llama-2-70b-chat-hf,24.5,277.34,214.68,3.0,3.0,46.65,71.56,0.43490581496236563,0.6152816106582463,54.62044920069505,2.0639147159716686,0.036704089354729595,0.98,0.0,0.0,0.0,71.32,92.66,3.0,0.5259296988118907,0.17364552081669118,0.7451881907467803,0.25481180925321967,0.047663788797041445,0.10390116376489404,0.07789692861740453,71.32,92.66,3.0,0.6092551031078987,0.2083629448517018,0.6971504794773732,0.30284952052262687,0.06550985624113329,0.10190143518191849,0.08854341798021434,-0.08332540429600793,-0.03471742403501059,-0.0480377112694072,-0.017846067444091847,0.001999728582975553,-0.010646489362809803,-0.0480377112694072
all,harmless,allenai/tulu-2-7b | gpt-4-turbo-2024-04-09 | meta-llama/Meta-Llama-3-70B-Instruct,24.5,328.28,258.95,3.0,3.0,64.99,86.31666666666666,0.38262312622580813,0.6127388180656548,45.69325502799149,0.5637665271897679,0.013427997777208068,1.0,0.0,0.0,0.0,83.05,105.72,3.0,0.47164508928232285,0.15742678128600035,0.7589135316385369,0.2410864683614631,0.052163756937380644,0.11086603817067084,0.1844779375840508,83.05,105.72,3.0,0.6367824120608726,0.22188133653430295,0.6693208942094198,0.33067910579058024,0.05916962906363116,0.10139400425678465,0.12449320365895501,-0.16513732277854978,-0.0644545552483026,-0.08959263742911716,-0.007005872126250514,0.009472033913886195,0.05998473392509579,-0.08959263742911716
all,harmless,allenai/tulu-2-7b | meta-llama/Llama-2-70b-chat-hf | meta-llama/Meta-Llama-3-70B-Instruct,24.5,332.5,260.9,3.0,3.0,73.92,86.96666666666665,0.3844031591592267,0.5325138604298647,41.56944078147077,0.8051475321390724,0.020003159041127722,1.0,0.0,0.0,0.0,86.6,111.5,3.0,0.4509396754588876,0.14958402952642277,0.7780804094895385,0.2219195905104615,0.03817112675055295,0.07954343492335982,0.11202174324036313,86.6,111.5,3.0,0.6319505513346253,0.21965549240087764,0.677343557099489,0.322656442900511,0.06319282458386803,0.10196160770993716,0.10522005247042142,-0.18101087587573766,-0.07007146287445487,-0.10073685239004951,-0.025021697833315065,-0.02241817278657735,0.006801690769941718,-0.10073685239004951
all,harmless,gpt-3.5-turbo-0125 | gpt-4-turbo-2024-04-09 | meta-llama/Llama-2-70b-chat-hf,24.5,222.28,166.34,3.0,3.0,43.93,55.44666666666667,0.29982328413138953,0.4220061099750203,19.350350350632528,0.331938562006134,0.016595805275226916,0.98,0.0,0.0,0.0,59.16,77.72,3.0,0.5493272878772842,0.1791851013807612,0.7308863960516436,0.26911360394835643,0.05565050595076386,0.08771048107412113,0.11450940881949569,59.16,77.72,3.0,0.654054901677884,0.2301949920530987,0.6537829503832246,0.34621704961677535,0.08102019994578155,0.122588676371758,0.13523842361203428,-0.10472761380059968,-0.05100989067233746,-0.07710344566841895,-0.025369693995017685,-0.03487819529763686,-0.020729014792538605,-0.07710344566841897
all,harmless,gpt-3.5-turbo-0125 | gpt-4-turbo-2024-04-09 | meta-llama/Meta-Llama-3-70B-Instruct,24.5,249.02,186.19,3.0,3.0,46.48,62.06333333333333,0.3111100935538602,0.39302976731922434,16.990852749434076,2.5011352497240904,0.12818880586850534,1.0,0.0,0.0,0.0,61.81,81.98,3.0,0.48221680999907013,0.16425579710939917,0.7309170596542895,0.2690829403457104,0.041892494925805115,0.09080463190533937,0.14478899361214106,61.81,81.98,3.0,0.6570616264962297,0.23141672302667868,0.6694435842266183,0.33055641577338174,0.06197482714194525,0.1211678163362501,0.07285440693718565,-0.17484481649715947,-0.0671609259172795,-0.061473475427671315,-0.02008233221614014,-0.03036318443091073,0.0719345866749554,-0.061473475427671315
all,harmless,gpt-3.5-turbo-0125 | meta-llama/Llama-2-70b-chat-hf | meta-llama/Meta-Llama-3-70B-Instruct,24.5,291.46,224.66,3.0,3.0,69.45,74.88666666666667,0.3839075390607032,0.49012348628580726,33.47335286638418,2.8114658301022684,0.07796438452740474,1.0,0.0,0.0,0.0,75.34,97.54,3.0,0.4729002965464543,0.15876197525163518,0.7549038742922093,0.24509612570779063,0.04604004589101695,0.07461100362017554,0.047939871419060635,75.34,97.54,3.0,0.623950437730386,0.2157303123951126,0.6977467197671006,0.30225328023289955,0.06273549521325396,0.10159272143506996,0.04620371951943153,-0.1510501411839317,-0.05696833714347739,-0.05715715452510889,-0.01669544932223701,-0.026981717814894404,0.0017361518996291047,-0.05715715452510889
all,harmless,gpt-4-turbo-2024-04-09 | meta-llama/Llama-2-70b-chat-hf | meta-llama/Meta-Llama-3-70B-Instruct,24.5,252.68,188.43,3.0,3.0,46.64,62.81,0.34298441670568897,0.4902798639202824,28.645467581073657,0.46607324108898274,0.015651186084271632,0.98,0.0,0.0,0.0,65.07,87.32,3.0,0.526103256874989,0.17565701498251296,0.7314154396236421,0.26858456037635786,0.08395471691839815,0.10279413970014956,0.15624807009121203,65.07,87.32,3.0,0.6352451929611912,0.22112970144474747,0.671206803888176,0.3287931961118239,0.0534214736265717,0.11229185260822218,0.10682477081342753,-0.10914193608620217,-0.04547268646223448,-0.060208635735466025,0.03053324329182645,-0.00949771290807263,0.049423299277784494,-0.060208635735466025
all,helpful,allenai/tulu-2-70b | allenai/tulu-2-7b | gpt-3.5-turbo-0125,24.5,3228.14,2289.55,3.0,3.0,719.99,763.1833333333333,0.16916180845054293,0.22798272968675548,75.1432414557637,0.9820740838323745,0.013335619620943595,1.0,0.0,0.0,0.0,762.95,1076.86,3.0,0.6606411013155621,0.23341753724334363,0.6131571365874502,0.3868428634125498,0.03074841974382707,0.04159295221314448,0.03698067154975666,762.95,1076.86,3.0,0.6789143021770395,0.24290726362064297,0.5853773396126241,0.41462266038737594,0.022501037213629102,0.03604537989750615,0.03698067154975666,-0.01827320086147759,-0.009489726377299326,-0.02777979697482613,0.008247382530197968,0.0055475723156383295,0.0,-0.02777979697482613
all,helpful,allenai/tulu-2-70b | allenai/tulu-2-7b | gpt-4-turbo-2024-04-09,24.5,3726.3,2793.4,3.0,3.0,787.53,931.1333333333333,0.49430192300651643,0.6580362542493151,856.2210028749093,8.86589174571183,0.010224963064994892,1.0,0.0,0.0,0.0,945.6,1260.7,3.0,0.5202868776238087,0.16799674456028718,0.767308668344737,0.23269133165526307,0.014477118156698087,0.022440368788767588,0.0,945.6,1260.7,3.0,0.5298725198734118,0.17435438405488973,0.7561740675221514,0.2438259324778485,0.016363319962797575,0.025203018890780814,0.0,-0.009585642249603135,-0.006357639494602547,-0.011134600822585449,-0.0018862018060994885,-0.0027626501020132266,0.0,-0.011134600822585449
all,helpful,allenai/tulu-2-70b | allenai/tulu-2-7b | meta-llama/Llama-2-70b-chat-hf,24.5,3594.58,2640.61,3.0,3.0,787.53,880.2033333333333,0.37642133713664633,0.5625586434246937,455.70009441544494,0.28779600445486025,0.0006294453774872327,1.0,0.0,0.0,0.0,888.39,1206.42,3.0,0.5997697478505569,0.20379234781491523,0.69951880862391,0.30048119137609,0.017181031787323678,0.04486780665124192,0.0,888.39,1206.42,3.0,0.6057427155712948,0.20818235762342724,0.6915358628888895,0.30846413711111054,0.018037940601026103,0.029814913785706353,0.0,-0.005972967720737781,-0.004390009808511988,-0.00798294573502061,-0.0008569088137024228,0.015052892865535563,0.0,-0.00798294573502061
all,helpful,allenai/tulu-2-70b | allenai/tulu-2-7b | meta-llama/Meta-Llama-3-70B-Instruct,24.5,3726.2,2811.64,3.0,3.0,787.53,937.2133333333333,0.4640393425206395,0.638476460571403,763.0426782379079,4.413227959627552,0.005736943386144817,1.0,0.0,0.0,0.0,929.36,1232.8,3.0,0.5350090814842982,0.1746230037441186,0.7593566097776163,0.2406433902223838,0.02521059305646503,0.0416222180160675,0.0,929.36,1232.8,3.0,0.5536945017436059,0.18463752494140678,0.7389406548128712,0.26105934518712887,0.015798999080399764,0.027806528449911775,0.0,-0.01868542025930781,-0.010014521197288179,-0.02041595496474513,0.00941159397606527,0.013815689566155722,0.0,-0.02041595496474513
all,helpful,allenai/tulu-2-70b | gpt-3.5-turbo-0125 | gpt-4-turbo-2024-04-09,24.5,3591.44,2628.19,3.0,3.0,720.26,876.0633333333333,0.44696072239229073,0.6358434811434871,753.6925726601605,1.8440560038117995,0.0024443724275446457,1.0,0.0,0.0,0.0,879.31,1200.56,3.0,0.53278575503218,0.17355431269451688,0.7525094922750758,0.24749050772492423,0.026804292957940182,0.030737208649463908,0.03178494601630805,879.31,1200.56,3.0,0.5437088503742217,0.18039601342302916,0.737887019992518,0.262112980007482,0.014645369795643848,0.02602324258112094,0.03178494601630805,-0.010923095342041727,-0.00684170072851227,-0.014622472282557787,0.012158923162296338,0.0047139660683429615,0.0,-0.014622472282557787
all,helpful,allenai/tulu-2-70b | gpt-3.5-turbo-0125 | meta-llama/Llama-2-70b-chat-hf,24.5,3483.2,2501.7,3.0,3.0,720.26,833.9,0.2660866903927703,0.37579716335006164,231.3195751311886,1.0190008120117435,0.004394170715182711,1.0,0.0,0.0,0.0,840.8,1169.8,3.0,0.6328736980871458,0.21782579492046883,0.6641396984671556,0.33586030153284435,0.049933857202635205,0.05228647083107815,0.0346572227687568,840.8,1169.8,3.0,0.6484465587784028,0.22806558588957881,0.6387934165653243,0.36120658343467565,0.02032346820487455,0.03189769774320884,0.0346572227687568,-0.015572860691256997,-0.010239790969109977,-0.025346281901831323,0.02961038899776066,0.020388773087869315,0.0,-0.025346281901831323
all,helpful,allenai/tulu-2-70b | gpt-3.5-turbo-0125 | meta-llama/Meta-Llama-3-70B-Instruct,24.5,3610.14,2650.38,3.0,3.0,720.26,883.46,0.38569038241946124,0.5613054666168812,557.2748779297141,0.5766093349116784,0.0010295501875688911,1.0,0.0,0.0,0.0,878.12,1199.86,3.0,0.5582202083808276,0.18641507293956053,0.7276829905954634,0.2723170094045367,0.013216356076361641,0.03288050702084677,0.03348585113354059,878.12,1199.86,3.0,0.5871931332279804,0.19957114323787523,0.7040341342128638,0.29596586578713624,0.017517718017393383,0.027988741398506777,0.03348585113354059,-0.02897292484715278,-0.013156070298314688,-0.023648856382599573,-0.004301361941031743,0.004891765622339992,0.0,-0.023648856382599573
all,helpful,allenai/tulu-2-70b | gpt-4-turbo-2024-04-09 | meta-llama/Llama-2-70b-chat-hf,24.5,3721.58,2679.47,3.0,3.0,758.44,893.1566666666668,0.42608741849058923,0.6330791325599343,588.5329681077309,0.2492033709811215,0.0004162189750424487,1.0,0.0,0.0,0.0,901.03,1250.42,3.0,0.5937038765571524,0.20002859281964672,0.6999877587093795,0.3000122412906205,0.04843334389062509,0.05278125235153741,0.07172977651544088,901.03,1250.42,3.0,0.5814331424503976,0.19718015725083535,0.7183274710602531,0.2816725289397469,0.014816680285741226,0.024582003365607345,0.0,0.012270734106754763,0.0028484355688113737,0.01833971235087359,0.03361666360488387,0.028199248985930066,0.07172977651544088,0.01833971235087359
all,helpful,allenai/tulu-2-70b | gpt-4-turbo-2024-04-09 | meta-llama/Meta-Llama-3-70B-Instruct,24.5,3748.16,2728.84,3.0,3.0,772.37,909.6133333333332,0.41532659418740614,0.6330791325599343,705.318445614747,0.41892404979346054,0.0005974526046151364,1.0,0.0,0.0,0.0,912.16,1252.84,3.0,0.5381215430208304,0.17631823025502413,0.7468940444705848,0.25310595552941517,0.01329021977494751,0.030375191447172684,0.204937593030506,912.16,1252.84,3.0,0.5604664307882553,0.18785409964905278,0.7167861299918645,0.2832138700081354,0.014887427618041196,0.026625356867997448,0.0717479851389746,-0.022344887767424954,-0.011535869394028642,-0.03010791447872024,-0.0015972078430936865,0.003749834579175238,0.1331896078915314,-0.03010791447872024
all,helpful,allenai/tulu-2-70b | meta-llama/Llama-2-70b-chat-hf | meta-llama/Meta-Llama-3-70B-Instruct,24.5,3581.1,2583.24,3.0,3.0,725.58,861.08,0.4020589631960804,0.5613054666168812,477.5295444097578,2.232251016489699,0.0046477434521452225,1.0,0.0,0.0,0.0,864.26,1197.9,3.0,0.5735584711510998,0.19159628076771626,0.7267299477873469,0.27327005221265316,0.012417068351460421,0.028674506081388742,0.0,864.26,1197.9,3.0,0.6006494769652103,0.20563436226471932,0.7030397627138798,0.2969602372861202,0.015839703511486367,0.026331766455267202,0.0,-0.027091005814110444,-0.014038081497003084,-0.023690185073467096,-0.0034226351600259454,0.00234273962612154,0.0,-0.023690185073467096
all,helpful,allenai/tulu-2-7b | gpt-3.5-turbo-0125 | gpt-4-turbo-2024-04-09,24.5,3590.28,2675.72,3.0,3.0,781.76,891.9066666666668,0.5012242870832251,0.6578329645860077,805.0892513318178,10.799450830694292,0.01321541191165608,1.0,0.0,0.0,0.0,897.28,1201.72,3.0,0.5194862590847852,0.16716954797224695,0.7710918534637501,0.22890814653624983,0.011901674657667035,0.02251941872747446,0.0,897.28,1201.72,3.0,0.5299943827079784,0.17428847057309643,0.7595587080002918,0.2404412919997083,0.014917230796326843,0.02483346388634257,0.0,-0.01050812362319316,-0.007118922600849472,-0.011533145463458455,-0.0030155561386598106,-0.002314045158868108,0.0,-0.011533145463458455
all,helpful,allenai/tulu-2-7b | gpt-3.5-turbo-0125 | meta-llama/Llama-2-70b-chat-hf,24.5,3550.8,2594.06,3.0,3.0,781.76,864.6866666666667,0.374942912512717,0.5625586434246937,437.0283669635283,0.3056084024368381,0.0007006897885788687,1.0,0.0,0.0,0.0,863.94,1180.2,3.0,0.5973886136087683,0.2025198119122453,0.6986774150528429,0.3013225849471571,0.014308068415155122,0.05192095117329571,0.0,863.94,1180.2,3.0,0.6074358154894657,0.20897865841608287,0.6914322103044863,0.3085677896955137,0.017141383728999607,0.03089236196993829,0.0,-0.010047201880697394,-0.006458846503837548,-0.007245204748356608,-0.0028333153138444867,0.02102858920335742,0.0,-0.007245204748356608
all,helpful,allenai/tulu-2-7b | gpt-3.5-turbo-0125 | meta-llama/Meta-Llama-3-70B-Instruct,24.5,3780.44,2842.89,3.0,3.0,781.76,947.63,0.45754047725322083,0.638476460571403,730.3203595142529,3.189534372768102,0.004336810281814916,1.0,0.0,0.0,0.0,931.11,1241.56,3.0,0.5431986348279298,0.17809075079848516,0.7521868884471244,0.2478131115528755,0.023017494496466187,0.038193092626446094,0.0,931.11,1241.56,3.0,0.5616502275087869,0.18809849652968932,0.7361484615394496,0.2638515384605504,0.01626808593472541,0.026877672342173246,0.0,-0.018451592680857012,-0.010007745731204155,-0.01603842690767492,0.006749408561740775,0.011315420284272855,0.0,-0.01603842690767492
all,helpful,allenai/tulu-2-7b | gpt-4-turbo-2024-04-09 | meta-llama/Llama-2-70b-chat-hf,24.5,3650.94,2696.36,3.0,3.0,758.44,898.7866666666667,0.4969543449369656,0.6574905360859805,775.560463760413,9.350349349980549,0.01188164066737363,1.0,0.0,0.0,0.0,906.14,1223.06,3.0,0.5565864729500091,0.18434542037281598,0.730680971129425,0.26931902887057496,0.014664244711993554,0.06413307125739222,0.07300463461804338,906.14,1223.06,3.0,0.5374456523868574,0.1773272057153744,0.7582641156496641,0.24173588435033597,0.01350809347525222,0.024013799232546193,0.0,0.019140820563151698,0.007018214657441588,0.027583144520239012,0.001156151236741334,0.04011927202484603,0.07300463461804338,0.027583144520239012
