group,aspect,triplet,train_rho_cyc,test_log_loss,test_brier,test_error_rate,test_calibration_abs_error,test_pair_calibration_mae,test_majority_edge_error,n
all,harmless,allenai/tulu-2-70b | allenai/tulu-2-7b | gpt-3.5-turbo-0125,0.015699754623055225,0.4874518175728923,0.16010813318315012,0.24239505215276355,0.05955905772543803,0.10405013157283553,0.11132365506890818,50
expert,helpful,allenai/tulu-2-70b | allenai/tulu-2-7b | gpt-3.5-turbo-0125,0.011158146876865083,0.6813345401459168,0.24077542702022586,0.3900330562036781,0.029494614026961418,0.04373240563261855,0.04454188184471361,50
expert,helpful,allenai/tulu-2-70b | allenai/tulu-2-7b | gpt-4-turbo-2024-04-09,0.014342292831212704,0.5278047459433854,0.1679368429232825,0.22993929145125275,0.013770499410705158,0.024143791012955215,0.0,50
expert,helpful,allenai/tulu-2-70b | allenai/tulu-2-7b | meta-llama/Llama-2-70b-chat-hf,0.0017535583569052466,0.6373329611405397,0.21643849966250578,0.31530210695644006,0.016932026517612858,0.04061024267348145,0.0,50
expert,helpful,allenai/tulu-2-70b | allenai/tulu-2-7b | meta-llama/Meta-Llama-3-70B-Instruct,0.009286426025143948,0.5748995792379326,0.1889360089702566,0.2620037655344098,0.02449242989028018,0.036787062982715765,0.0,50
expert,helpful,allenai/tulu-2-70b | gpt-3.5-turbo-0125 | gpt-4-turbo-2024-04-09,0.0008672510930466988,0.5500919492498884,0.17771540476168768,0.24966679030174097,0.02863361689231727,0.03732871789867231,0.038579692463109536,50
expert,helpful,allenai/tulu-2-70b | gpt-3.5-turbo-0125 | meta-llama/Llama-2-70b-chat-hf,0.005825548559096065,0.6621832606064858,0.22876006006070296,0.3513179393240399,0.055076664639783175,0.05753890516550372,0.0409466883251819,50
expert,helpful,allenai/tulu-2-70b | gpt-3.5-turbo-0125 | meta-llama/Meta-Llama-3-70B-Instruct,0.0021881906602975875,0.5996319430958716,0.20035803641531963,0.2907726753633786,0.020782051331482854,0.03896387171024315,0.03901801243634895,50
expert,helpful,allenai/tulu-2-70b | gpt-4-turbo-2024-04-09 | meta-llama/Llama-2-70b-chat-hf,0.0006047639360135554,0.615423674641799,0.206172347679031,0.3061815869687605,0.05331279164962321,0.06239755815055872,0.10366393136668331,50
expert,helpful,allenai/tulu-2-70b | gpt-4-turbo-2024-04-09 | meta-llama/Meta-Llama-3-70B-Instruct,0.0038599557117656117,0.5622775248946786,0.1833147988221807,0.26106979843249933,0.015806547242026344,0.033918857667120494,0.1915056023962261,50
expert,helpful,allenai/tulu-2-70b | meta-llama/Llama-2-70b-chat-hf | meta-llama/Meta-Llama-3-70B-Instruct,0.00419267382027853,0.6101314630971959,0.2045069618451879,0.29176337672846847,0.020391527066686673,0.03783331929796177,0.0,50
expert,helpful,allenai/tulu-2-7b | gpt-3.5-turbo-0125 | gpt-4-turbo-2024-04-09,0.012803137496631962,0.541201644844761,0.17300910909383466,0.23731168871269254,0.01679769654116352,0.029460901320428848,0.0,50
expert,helpful,allenai/tulu-2-7b | gpt-3.5-turbo-0125 | meta-llama/Llama-2-70b-chat-hf,0.0021260881216633217,0.6361547301768888,0.21680351826296682,0.3233221339699252,0.0205665412671165,0.04901116229082489,0.0,50
