group,aspect,triplet,train_rho_cyc,test_log_loss,test_brier,test_error_rate,test_calibration_abs_error,test_pair_calibration_mae,test_majority_edge_error,n
all,harmless,allenai/tulu-2-70b | allenai/tulu-2-7b | gpt-3.5-turbo-0125,0.02778676739305989,0.4661936657171041,0.1539518792685343,0.23215099056846727,0.06287741023617739,0.09610408371356972,0.0,10
all,harmless,allenai/tulu-2-7b | gpt-3.5-turbo-0125 | meta-llama/Llama-2-70b-chat-hf,0.03567229786766327,0.4689510502342915,0.16036511926197222,0.24835154299215656,0.05078633724569355,0.08420496660701746,0.023357664233576637,10
all,harmless,allenai/tulu-2-7b | gpt-3.5-turbo-0125 | meta-llama/Meta-Llama-3-70B-Instruct,0.05481524605938544,0.4429968469557381,0.14861645795034778,0.23742778725581576,0.023229264099174148,0.07627939435441775,0.07954921422663358,10
all,harmless,allenai/tulu-2-7b | gpt-4-turbo-2024-04-09 | meta-llama/Llama-2-70b-chat-hf,0.03537906196563774,0.4730639389707922,0.15453648071966247,0.22347140174758834,0.05331182681798351,0.103518437011381,0.0424238067855089,10
all,harmless,allenai/tulu-2-7b | gpt-4-turbo-2024-04-09 | meta-llama/Meta-Llama-3-70B-Instruct,0.005639213385786071,0.43099206820700997,0.1428880658921557,0.22181834734246322,0.05776689848301377,0.10712325778122737,0.17835075602645928,10
all,harmless,allenai/tulu-2-7b | meta-llama/Llama-2-70b-chat-hf | meta-llama/Meta-Llama-3-70B-Instruct,0.02316105687406629,0.4050506671839821,0.13160869340410689,0.19287047677625557,0.0401846500340106,0.06648118843168378,0.05895424836601306,10
all,harmless,gpt-3.5-turbo-0125 | gpt-4-turbo-2024-04-09 | meta-llama/Llama-2-70b-chat-hf,0.016556848459495628,0.5260530609062454,0.17292209218803542,0.26787487259980447,0.05476287443572793,0.08827759799499438,0.11087632188337855,10
all,harmless,gpt-3.5-turbo-0125 | gpt-4-turbo-2024-04-09 | meta-llama/Meta-Llama-3-70B-Instruct,0.09819794696237893,0.4870920232707493,0.1649543545118693,0.2654833979703727,0.05204057628007486,0.0909512833294248,0.18855844139457584,10
all,harmless,gpt-3.5-turbo-0125 | meta-llama/Llama-2-70b-chat-hf | meta-llama/Meta-Llama-3-70B-Instruct,0.0693534682693902,0.4592656205540925,0.15371818781177787,0.23467539910898774,0.03603223416383808,0.08077368338743866,0.03567961165048543,10
all,harmless,gpt-4-turbo-2024-04-09 | meta-llama/Llama-2-70b-chat-hf | meta-llama/Meta-Llama-3-70B-Instruct,0.0072139263662301485,0.5234847018857142,0.17318862983992186,0.26431579082852236,0.07661844567625828,0.10024624403314601,0.19691343710368453,10
all,helpful,allenai/tulu-2-70b | allenai/tulu-2-7b | gpt-3.5-turbo-0125,0.015750964575337666,0.6562708273513836,0.2316476858536579,0.3827393426751101,0.026369821339786846,0.04166962292367975,0.029237002025658338,10
all,helpful,allenai/tulu-2-70b | allenai/tulu-2-7b | gpt-4-turbo-2024-04-09,0.01017314880105548,0.5215034176115548,0.16881963729206612,0.23568755418361254,0.0127796948726881,0.02200335949131938,0.0,10
all,helpful,allenai/tulu-2-70b | allenai/tulu-2-7b | meta-llama/Llama-2-70b-chat-hf,0.000624856188283891,0.5917777513334473,0.2005698098685497,0.29586380292465175,0.01412083309545512,0.04404672205638778,0.0,10
all,helpful,allenai/tulu-2-70b | allenai/tulu-2-7b | meta-llama/Meta-Llama-3-70B-Instruct,0.00490556445857793,0.5308865948401816,0.17304728359056393,0.23877432326301654,0.023450862790025027,0.03877625621368553,0.0,10
all,helpful,allenai/tulu-2-70b | gpt-3.5-turbo-0125 | gpt-4-turbo-2024-04-09,0.0020230599912426915,0.5296991007546653,0.1726477054007323,0.2477484537036648,0.025660192013739952,0.02845464846693283,0.02396236856668511,10
all,helpful,allenai/tulu-2-70b | gpt-3.5-turbo-0125 | meta-llama/Llama-2-70b-chat-hf,0.0032565337099872667,0.6269212416294969,0.21574669997616575,0.3333757177530864,0.048250719666660453,0.050059417529529894,0.02828216851730895,10
all,helpful,allenai/tulu-2-70b | gpt-3.5-turbo-0125 | meta-llama/Meta-Llama-3-70B-Instruct,0.0006511856593279257,0.5546148150036887,0.18521426383313294,0.2707246223321601,0.008370625347493641,0.032860364671510864,0.02756206238064926,10
all,helpful,allenai/tulu-2-70b | gpt-4-turbo-2024-04-09 | meta-llama/Llama-2-70b-chat-hf,0.0003739916502229771,0.5871931102203207,0.1975094141285162,0.2964606112386056,0.04836244760645611,0.05136344937060129,0.05697502776197827,10
all,helpful,allenai/tulu-2-70b | gpt-4-turbo-2024-04-09 | meta-llama/Meta-Llama-3-70B-Instruct,0.0007726182048971716,0.5372054675130344,0.1762706009179727,0.2529737079542263,0.01216584166342429,0.03229894528790404,0.27878195858402643,10
all,helpful,allenai/tulu-2-70b | meta-llama/Llama-2-70b-chat-hf | meta-llama/Meta-Llama-3-70B-Instruct,0.00514819533277377,0.5670208048136856,0.1893021461352751,0.2707207264775343,0.00811945424292935,0.025926510381836937,0.0,10
all,helpful,allenai/tulu-2-7b | gpt-3.5-turbo-0125 | gpt-4-turbo-2024-04-09,0.01153277394573559,0.5183940256642712,0.16667313359836583,0.2252993656553647,0.01275454870941872,0.02262620066051975,0.0,10
all,helpful,allenai/tulu-2-7b | gpt-3.5-turbo-0125 | meta-llama/Llama-2-70b-chat-hf,0.0011710944760419638,0.5953842973300139,0.20115704243147164,0.2955522612927416,0.015270983303370669,0.05736673788903636,0.0,10
all,helpful,allenai/tulu-2-7b | gpt-3.5-turbo-0125 | meta-llama/Meta-Llama-3-70B-Instruct,0.00320356348055919,0.5349262129329484,0.174556206089427,0.2396829712407889,0.02206559271571734,0.03637289001801157,0.0,10
all,helpful,allenai/tulu-2-7b | gpt-4-turbo-2024-04-09 | meta-llama/Llama-2-70b-chat-hf,0.010575900676080201,0.558984105348967,0.1848886072168059,0.2698504808586508,0.01434260838404953,0.06484978775581153,0.05831558635954115,10
all,helpful,allenai/tulu-2-7b | gpt-4-turbo-2024-04-09 | meta-llama/Meta-Llama-3-70B-Instruct,0.0005734590784784511,0.5198491631239082,0.16715869638647188,0.23160939940146624,0.01665936293383511,0.042202104949864164,0.2617742838144582,10
all,helpful,allenai/tulu-2-7b | meta-llama/Llama-2-70b-chat-hf | meta-llama/Meta-Llama-3-70B-Instruct,0.013786798005052739,0.5309666113490193,0.17220070408283678,0.23570114614994853,0.03936093620318194,0.04985291153339863,0.0,10
all,helpful,gpt-3.5-turbo-0125 | gpt-4-turbo-2024-04-09 | meta-llama/Llama-2-70b-chat-hf,0.00038862186924155186,0.607329251646693,0.20436817094640408,0.30764108453599814,0.0639023558384008,0.0654736952826808,0.06440341408517772,10
all,helpful,gpt-3.5-turbo-0125 | gpt-4-turbo-2024-04-09 | meta-llama/Meta-Llama-3-70B-Instruct,0.00249930100231598,0.557105228275124,0.18392212518022957,0.26496644203920516,0.02286982286740577,0.03011801682090724,0.28769419523025164,10
all,helpful,gpt-3.5-turbo-0125 | meta-llama/Llama-2-70b-chat-hf | meta-llama/Meta-Llama-3-70B-Instruct,0.0082884997125588,0.59046789053369,0.1982900764469965,0.2901639144411692,0.02714539393883312,0.034363352550973454,0.0,10
all,helpful,gpt-4-turbo-2024-04-09 | meta-llama/Llama-2-70b-chat-hf | meta-llama/Meta-Llama-3-70B-Instruct,0.00858560754620411,0.6800238552841569,0.23923183776804283,0.4016912781339482,0.06945940534533311,0.06945940534533308,0.41621834122254253,10
all,overall,allenai/tulu-2-70b | allenai/tulu-2-7b | gpt-3.5-turbo-0125,0.01734607634348165,0.6836638289364716,0.24298997005206552,0.4076099417380964,0.0271528053567772,0.044391022293524804,0.061557546696833734,10
all,overall,allenai/tulu-2-70b | allenai/tulu-2-7b | gpt-4-turbo-2024-04-09,0.010332117555897299,0.5503775636938923,0.18048678895872286,0.2515709562834876,0.01365230407771061,0.02799095598019826,0.0,10
all,overall,allenai/tulu-2-70b | allenai/tulu-2-7b | meta-llama/Llama-2-70b-chat-hf,0.0028654974709367786,0.6215772556224091,0.21332755589401167,0.32371107565712254,0.0212378445686978,0.04637115990634477,0.0,10
all,overall,allenai/tulu-2-70b | allenai/tulu-2-7b | meta-llama/Meta-Llama-3-70B-Instruct,0.01178180635318761,0.5708683887203809,0.19052643596035407,0.2693646299411852,0.029015457131118423,0.03816978250298395,0.0,10
all,overall,allenai/tulu-2-70b | gpt-3.5-turbo-0125 | gpt-4-turbo-2024-04-09,0.0008323448782712239,0.5737987208604707,0.19059153418343028,0.2758780403507183,0.0331665375194661,0.03657499439286077,0.05110233603443909,10
all,overall,allenai/tulu-2-70b | gpt-3.5-turbo-0125 | meta-llama/Llama-2-70b-chat-hf,0.0009067376355241487,0.6713485887219739,0.23413759129955056,0.36975480571338337,0.06216981875650539,0.06502698112218598,0.05757068829559535,10
all,overall,allenai/tulu-2-70b | gpt-3.5-turbo-0125 | meta-llama/Meta-Llama-3-70B-Instruct,0.0001792720841659578,0.602635083911346,0.2048658096307741,0.30594086660549286,0.01604318825084959,0.0374866976490783,0.05401191796008868,10
all,overall,allenai/tulu-2-70b | gpt-4-turbo-2024-04-09 | meta-llama/Llama-2-70b-chat-hf,0.0014228298865798048,0.6357134579989843,0.2165920796208475,0.3267021614722545,0.054588793439011504,0.057335464150719086,0.08911015439215138,10
all,overall,allenai/tulu-2-70b | gpt-4-turbo-2024-04-09 | meta-llama/Meta-Llama-3-70B-Instruct,0.0002450349220148003,0.5963218528101893,0.200082848602032,0.2931688170142208,0.01967091513906869,0.03126789840061874,0.2564347477784902,10
all,overall,allenai/tulu-2-70b | meta-llama/Llama-2-70b-chat-hf | meta-llama/Meta-Llama-3-70B-Instruct,0.0035738223589074,0.6207126965257708,0.21204005381365826,0.315317578454717,0.01776395050945462,0.032624280140387166,0.0,10
all,overall,allenai/tulu-2-7b | gpt-3.5-turbo-0125 | gpt-4-turbo-2024-04-09,0.00656869469348723,0.5322073527386313,0.17382166335511523,0.24228178431995273,0.016800419723849498,0.02300740275603356,0.0,10
all,overall,allenai/tulu-2-7b | gpt-3.5-turbo-0125 | meta-llama/Llama-2-70b-chat-hf,0.0005950072556313986,0.627389293866367,0.2150599746402459,0.3266292671175911,0.01650739381264356,0.06353518970736155,0.0,10
all,overall,allenai/tulu-2-7b | gpt-3.5-turbo-0125 | meta-llama/Meta-Llama-3-70B-Instruct,0.00440948889107811,0.575852347374437,0.19266674272042672,0.27724816166872984,0.02881301483212243,0.035785756829635,0.0,10
all,overall,allenai/tulu-2-7b | gpt-4-turbo-2024-04-09 | meta-llama/Llama-2-70b-chat-hf,0.00835970810786787,0.5752428335737487,0.19234055634549727,0.2821000675396283,0.01331212204960571,0.07723781439248775,0.08914013324588037,10
all,overall,allenai/tulu-2-7b | gpt-4-turbo-2024-04-09 | meta-llama/Meta-Llama-3-70B-Instruct,0.0001368356618789771,0.5521930552472633,0.18235473091716664,0.26211083444731953,0.023960518053878492,0.05046840074380103,0.23676143973653335,10
all,overall,allenai/tulu-2-7b | meta-llama/Llama-2-70b-chat-hf | meta-llama/Meta-Llama-3-70B-Instruct,0.01118401468034895,0.5752832035669022,0.19246612369084198,0.27619094872914596,0.03942385343255237,0.06578927738284543,0.0,10
all,overall,gpt-3.5-turbo-0125 | gpt-4-turbo-2024-04-09 | meta-llama/Llama-2-70b-chat-hf,0.0002452878788642237,0.6315149848902764,0.21513977520911115,0.32416738652650195,0.06769595834443808,0.07131906171484259,0.09837765440005238,10
all,overall,gpt-3.5-turbo-0125 | gpt-4-turbo-2024-04-09 | meta-llama/Meta-Llama-3-70B-Instruct,0.001069339713340339,0.5924590482871612,0.1996809591241489,0.2980440725397585,0.01594384633755446,0.025060282659757238,0.26672142532353826,10
all,overall,gpt-3.5-turbo-0125 | meta-llama/Llama-2-70b-chat-hf | meta-llama/Meta-Llama-3-70B-Instruct,0.0022963838559556366,0.6374527174039409,0.2184739455052609,0.3287620300453626,0.03899217018810963,0.04720097453507951,0.0,10
all,overall,gpt-4-turbo-2024-04-09 | meta-llama/Llama-2-70b-chat-hf | meta-llama/Meta-Llama-3-70B-Instruct,0.0032480788573302456,0.7224216929305638,0.2576577830938733,0.4369548239117392,0.08088862056016942,0.0808886205601694,0.4207766548206392,10
all,truthful,allenai/tulu-2-70b | allenai/tulu-2-7b | gpt-3.5-turbo-0125,0.02864079296899592,0.7016495533484188,0.24682691755039077,0.40125841481162555,0.05131010329041654,0.07825743420380969,0.02781316348195329,10
all,truthful,allenai/tulu-2-70b | allenai/tulu-2-7b | gpt-4-turbo-2024-04-09,0.01874343871335132,0.63701332991525,0.20929801823013147,0.30495149176462055,0.0416586012164892,0.05746961921095186,0.0,10
all,truthful,allenai/tulu-2-70b | allenai/tulu-2-7b | meta-llama/Llama-2-70b-chat-hf,0.006690458608787394,0.739632712882256,0.26044546837061444,0.4243746881824192,0.0345667532548878,0.10463976594754676,0.1549790888026156,10
all,truthful,allenai/tulu-2-70b | allenai/tulu-2-7b | meta-llama/Meta-Llama-3-70B-Instruct,0.0112989951744392,0.7021131782185596,0.24110168834779463,0.37433488126844694,0.0580877915446978,0.09885742693958773,0.0,10
all,truthful,allenai/tulu-2-70b | gpt-3.5-turbo-0125 | gpt-4-turbo-2024-04-09,0.0079296154653,0.6536344808193931,0.21948956391800878,0.3286674537270674,0.02726863175478711,0.04617953096529277,0.03242574257425742,10
all,truthful,allenai/tulu-2-70b | gpt-3.5-turbo-0125 | meta-llama/Llama-2-70b-chat-hf,0.14169475751164098,0.8077768547487603,0.2924569794256552,0.49565875293551553,0.10851255983990209,0.12839096657061297,0.515134683082174,10
all,truthful,allenai/tulu-2-70b | gpt-3.5-turbo-0125 | meta-llama/Meta-Llama-3-70B-Instruct,0.052065038267490885,0.7513203479112769,0.25895126848131345,0.3989564416379962,0.03947347506041542,0.06128841766915712,0.03808139534883721,10
all,truthful,allenai/tulu-2-70b | gpt-4-turbo-2024-04-09 | meta-llama/Llama-2-70b-chat-hf,0.01317528467430692,0.7157331309209058,0.24918328952227126,0.4033976048202551,0.12757261173057363,0.12969796290255775,0.19263815717178606,10
all,truthful,allenai/tulu-2-70b | gpt-4-turbo-2024-04-09 | meta-llama/Meta-Llama-3-70B-Instruct,0.006132677209510549,0.7182436911518091,0.2476584266110104,0.3891555235283325,0.076911967965808,0.08236299684764158,0.12806224608040045,10
all,truthful,allenai/tulu-2-70b | meta-llama/Llama-2-70b-chat-hf | meta-llama/Meta-Llama-3-70B-Instruct,0.01384366821400514,0.7784688187255638,0.27484270680266953,0.43837582047913026,0.07786854702636428,0.0896685309668919,0.19157227192626125,10
all,truthful,allenai/tulu-2-7b | gpt-3.5-turbo-0125 | gpt-4-turbo-2024-04-09,0.01423425153158791,0.612618441579577,0.19981245325048846,0.2841837338905734,0.02820970512448843,0.041921193929020974,0.0,10
all,truthful,allenai/tulu-2-7b | gpt-3.5-turbo-0125 | meta-llama/Llama-2-70b-chat-hf,0.058116020679922574,0.7585562060080056,0.2702606109208074,0.43829942742591577,0.025449326424326756,0.10705123408706826,0.2642489941049592,10
all,truthful,allenai/tulu-2-7b | gpt-3.5-turbo-0125 | meta-llama/Meta-Llama-3-70B-Instruct,0.01706715902768387,0.6638289108529596,0.22291279490448304,0.32725837650458744,0.057269949837170986,0.07128869038444072,0.0,10
all,truthful,allenai/tulu-2-7b | gpt-4-turbo-2024-04-09 | meta-llama/Llama-2-70b-chat-hf,0.05502550878996025,0.6739137495624095,0.22891919964769566,0.3536757024238556,0.03401221532378148,0.11070258926930306,0.0,10
all,truthful,allenai/tulu-2-7b | gpt-4-turbo-2024-04-09 | meta-llama/Meta-Llama-3-70B-Instruct,0.01065671151882549,0.6382143743680259,0.2130676282075415,0.32275624104123085,0.02995923255692633,0.09198437326857285,0.09965348598931835,10
all,truthful,allenai/tulu-2-7b | meta-llama/Llama-2-70b-chat-hf | meta-llama/Meta-Llama-3-70B-Instruct,0.02762933276649195,0.6965478447421652,0.2403533370544686,0.3665438025009786,0.06539130168347307,0.09119157444822766,0.0,10
all,truthful,gpt-3.5-turbo-0125 | gpt-4-turbo-2024-04-09 | meta-llama/Llama-2-70b-chat-hf,0.0012672420724708423,0.7595443263720919,0.26858298085404153,0.4453474353190308,0.14854473033334292,0.1612838806499673,0.3379708446897239,10
all,truthful,gpt-3.5-turbo-0125 | gpt-4-turbo-2024-04-09 | meta-llama/Meta-Llama-3-70B-Instruct,0.012351470975348281,0.6981423661085852,0.23522999443981144,0.3632112734181398,0.05331828240895781,0.07305809401355276,0.14597593060806655,10
all,truthful,gpt-3.5-turbo-0125 | meta-llama/Llama-2-70b-chat-hf | meta-llama/Meta-Llama-3-70B-Instruct,0.04370112550897109,0.8011332284212166,0.2811286309505541,0.44118225885766427,0.07866107527506722,0.09502000093467093,0.33446831278802946,10
all,truthful,gpt-4-turbo-2024-04-09 | meta-llama/Llama-2-70b-chat-hf | meta-llama/Meta-Llama-3-70B-Instruct,0.0034223250112385417,0.7457048680759775,0.2673356479878267,0.4537800699870201,0.1438531884746021,0.15371995756974371,0.14023710353795452,10
expert,harmless,allenai/tulu-2-70b | allenai/tulu-2-7b | gpt-3.5-turbo-0125,0.049394094087719186,0.5452762918811338,0.18079566207321043,0.318687566787604,0.07378605843265482,0.11321090751058686,0.10826923076923076,10
expert,harmless,allenai/tulu-2-70b | allenai/tulu-2-7b | gpt-4-turbo-2024-04-09,0.0450013453903763,0.5397307391243008,0.1740250804265526,0.24328616134598985,0.06978186087376029,0.15038009073108263,0.26013522289795776,10
expert,harmless,allenai/tulu-2-70b | allenai/tulu-2-7b | meta-llama/Llama-2-70b-chat-hf,0.028028309681108598,0.4539234721348948,0.14588121702276882,0.24096333969717207,0.07291607627326115,0.10725002751061234,0.07038535788535788,10
expert,harmless,allenai/tulu-2-70b | allenai/tulu-2-7b | meta-llama/Meta-Llama-3-70B-Instruct,0.06671816729044902,0.5718680763464918,0.16936610244441974,0.24733480558875845,0.0584205669934972,0.10039912677797606,0.2898123285845548,10
expert,harmless,allenai/tulu-2-70b | gpt-3.5-turbo-0125 | gpt-4-turbo-2024-04-09,0.1175599443740464,0.5565030092635647,0.1874662996016855,0.3051527473009735,0.08111970337424859,0.11731143100861459,0.37741001618942666,10
expert,harmless,allenai/tulu-2-70b | gpt-3.5-turbo-0125 | meta-llama/Llama-2-70b-chat-hf,0.06160126095710326,0.46172652941075415,0.15564532777086657,0.26080626256316974,0.0699457116179832,0.09791600541306564,0.0608735477313288,10
expert,harmless,allenai/tulu-2-70b | gpt-3.5-turbo-0125 | meta-llama/Meta-Llama-3-70B-Instruct,0.01467301210316449,0.6353128777959309,0.19606868747695824,0.30351269976674244,0.05305552044764159,0.10763035741291063,0.2648699195089036,10
expert,harmless,allenai/tulu-2-70b | gpt-4-turbo-2024-04-09 | meta-llama/Llama-2-70b-chat-hf,0.14874765607066848,0.6177414116021741,0.2002973556556255,0.2785950946709082,0.09285062991574361,0.11821922286057455,0.31172548439244857,10
expert,harmless,allenai/tulu-2-70b | gpt-4-turbo-2024-04-09 | meta-llama/Meta-Llama-3-70B-Instruct,0.023295983045115688,0.6943309535101174,0.22266485877309244,0.3314605663508026,0.10409900545529385,0.13176909776935009,0.5895485628021292,10
expert,harmless,allenai/tulu-2-70b | meta-llama/Llama-2-70b-chat-hf | meta-llama/Meta-Llama-3-70B-Instruct,0.04942235211510959,0.5221027241835274,0.16013165149052597,0.22956447225311494,0.08081844442284175,0.09711728799715966,0.16154380765249735,10
expert,harmless,allenai/tulu-2-7b | gpt-3.5-turbo-0125 | gpt-4-turbo-2024-04-09,0.1373351432575896,0.47100231532826886,0.15961380420681195,0.24149204238947056,0.04756561316990673,0.11565438944484237,0.07360011946033448,10
expert,harmless,allenai/tulu-2-7b | gpt-3.5-turbo-0125 | meta-llama/Llama-2-70b-chat-hf,0.034650389150458726,0.519087179919961,0.17739236987747428,0.28386414797535486,0.05377504323803153,0.09498264110713035,0.01707317073170731,10
expert,harmless,allenai/tulu-2-7b | gpt-3.5-turbo-0125 | meta-llama/Meta-Llama-3-70B-Instruct,0.06729646771318903,0.512688130083474,0.16828932908382205,0.24716683938588585,0.027315056364347147,0.08435878592155918,0.18437672366243793,10
expert,harmless,allenai/tulu-2-7b | gpt-4-turbo-2024-04-09 | meta-llama/Llama-2-70b-chat-hf,0.05889229431465104,0.5213052054071754,0.1657330923215364,0.22808473815208719,0.06556332156747526,0.12021682498478972,0.04705592395421477,10
expert,harmless,allenai/tulu-2-7b | gpt-4-turbo-2024-04-09 | meta-llama/Meta-Llama-3-70B-Instruct,0.015060638337079041,0.44793254667966503,0.1479456187884097,0.2165341070908639,0.06377205165314345,0.11295173204367066,0.23635027593745273,10
expert,harmless,allenai/tulu-2-7b | meta-llama/Llama-2-70b-chat-hf | meta-llama/Meta-Llama-3-70B-Instruct,0.07269322722618886,0.43557974143266814,0.14019707834303663,0.2010032032300637,0.036785814077544485,0.08478766245046196,0.10135852760076361,10
expert,harmless,gpt-3.5-turbo-0125 | gpt-4-turbo-2024-04-09 | meta-llama/Llama-2-70b-chat-hf,0.02305125336258962,0.588075578918661,0.18633731800922623,0.261179085597955,0.06633868490982885,0.09956993690056311,0.1797027591145238,10
expert,harmless,gpt-3.5-turbo-0125 | gpt-4-turbo-2024-04-09 | meta-llama/Meta-Llama-3-70B-Instruct,0.12776991286452755,0.5056855305308294,0.169713595689964,0.2683756002382701,0.07289864156344579,0.10236645238808748,0.37976982895474853,10
expert,harmless,gpt-3.5-turbo-0125 | meta-llama/Llama-2-70b-chat-hf | meta-llama/Meta-Llama-3-70B-Instruct,0.10520438005096992,0.5016993173829286,0.16302943426113298,0.22660125702786557,0.04416214354457103,0.09565703926185831,0.11751810604878554,10
expert,harmless,gpt-4-turbo-2024-04-09 | meta-llama/Llama-2-70b-chat-hf | meta-llama/Meta-Llama-3-70B-Instruct,0.009323670315237783,0.5599048178755942,0.18092897681799883,0.26250222743018525,0.08554974642622301,0.11234209265022996,0.2625850647755585,10
expert,helpful,allenai/tulu-2-70b | allenai/tulu-2-7b | gpt-3.5-turbo-0125,0.01494527650036125,0.6850226461684343,0.24239056531106007,0.39334971293510124,0.02456978858329597,0.0438063703294172,0.03253856942496493,10
expert,helpful,allenai/tulu-2-70b | allenai/tulu-2-7b | gpt-4-turbo-2024-04-09,0.015006215885926391,0.5412718579949483,0.17236694641448688,0.23660300654800182,0.00993882500331628,0.022590826574798738,0.0,10
expert,helpful,allenai/tulu-2-70b | allenai/tulu-2-7b | meta-llama/Llama-2-70b-chat-hf,0.0020315405688319838,0.6345795438420588,0.21487411968298825,0.3098635480920996,0.01334872165528941,0.0349533610513081,0.0,10
expert,helpful,allenai/tulu-2-70b | allenai/tulu-2-7b | meta-llama/Meta-Llama-3-70B-Instruct,0.00784852272717436,0.5784413729712929,0.18984765611843896,0.25831334513983956,0.02587222891816327,0.03245071767668116,0.0,10
expert,helpful,allenai/tulu-2-70b | gpt-3.5-turbo-0125 | gpt-4-turbo-2024-04-09,0.0008152157370286976,0.5501755099788125,0.17820829638727378,0.25087241909216046,0.02963760231520974,0.034969128440408434,0.026038159371492696,10
expert,helpful,allenai/tulu-2-70b | gpt-3.5-turbo-0125 | meta-llama/Llama-2-70b-chat-hf,0.005093088782834066,0.6685224766520546,0.23095949963492476,0.3532237793245825,0.05468214060517845,0.055912054137996825,0.028819875776397507,10
expert,helpful,allenai/tulu-2-70b | gpt-3.5-turbo-0125 | meta-llama/Meta-Llama-3-70B-Instruct,0.0018192650177856619,0.6010610560388759,0.2010271556032554,0.29032007472874055,0.01763520248648976,0.039247519446738585,0.02645381984036488,10
expert,helpful,allenai/tulu-2-70b | gpt-4-turbo-2024-04-09 | meta-llama/Llama-2-70b-chat-hf,0.00042055756526470565,0.6154360978918504,0.20540239352889822,0.3009359728414367,0.055735331703823644,0.059979050505124684,0.08487997441275294,10
expert,helpful,allenai/tulu-2-70b | gpt-4-turbo-2024-04-09 | meta-llama/Meta-Llama-3-70B-Instruct,0.00527285639740253,0.5671093812476375,0.18507010430500037,0.2619794713191577,0.017819592447033787,0.03540819468906011,0.1677088202411728,10
expert,helpful,allenai/tulu-2-70b | meta-llama/Llama-2-70b-chat-hf | meta-llama/Meta-Llama-3-70B-Instruct,0.00467307356396523,0.6136425567985281,0.20481253306906727,0.2866676605338571,0.01628415111246721,0.033610508354068716,0.0,10
expert,helpful,allenai/tulu-2-7b | gpt-3.5-turbo-0125 | gpt-4-turbo-2024-04-09,0.011180246583973218,0.5452523174328041,0.1741634473483031,0.2405608144434778,0.01766869187751658,0.03355735545490014,0.0,10
expert,helpful,allenai/tulu-2-7b | gpt-3.5-turbo-0125 | meta-llama/Llama-2-70b-chat-hf,0.002740792178605588,0.6420301425833281,0.2184038944484643,0.32906651653874486,0.01981361511866089,0.05688415575906906,0.0,10
expert,helpful,allenai/tulu-2-7b | gpt-3.5-turbo-0125 | meta-llama/Meta-Llama-3-70B-Instruct,0.00762773756010054,0.5797755407135612,0.19087453938672713,0.2675795941177545,0.02457791561358725,0.04003696008609692,0.0,10
