group,aspect,triplet,split_index,train_n_obs,train_total_weight,train_edges,train_eligible_edges,train_min_edge_support,train_mean_edge_support,train_mean_abs_margin,train_max_abs_margin,train_gradient_energy,train_residual_energy,train_rho_cyc,train_eligible_triples,train_cyclic_triples,train_cycle_rate,train_weighted_cycle_intensity,pooled_test_weight,pooled_test_n_obs,pooled_test_edges,pooled_test_log_loss,pooled_test_brier,pooled_test_accuracy,pooled_test_error_rate,pooled_test_calibration_abs_error,pooled_test_pair_calibration_mae,pooled_test_majority_edge_error,group_head_test_weight,group_head_test_n_obs,group_head_test_edges,group_head_test_log_loss,group_head_test_brier,group_head_test_accuracy,group_head_test_error_rate,group_head_test_calibration_abs_error,group_head_test_pair_calibration_mae,group_head_test_majority_edge_error,uplift_log_loss,uplift_brier,uplift_error_rate,uplift_calibration_abs_error,uplift_pair_calibration_mae,uplift_majority_edge_error,uplift_accuracy
expert,harmless,allenai/tulu-2-70b | allenai/tulu-2-7b | gpt-3.5-turbo-0125,24.5,132.04,98.24,3.0,3.0,27.51,32.74666666666666,0.31043934135232637,0.5011166349674001,12.1565535474905,0.35952084541703017,0.030494121848378065,0.96,0.0,0.0,0.0,33.76,44.96,3.0,0.5347728905100625,0.17167508104794799,0.7522072920731481,0.24779270792685193,0.06565577336931919,0.11344634013522134,0.15738067395955668,33.76,44.96,3.0,0.5714913885919283,0.18667751375331554,0.7079694556013988,0.29203054439860127,0.0702164667133271,0.11746134102933686,0.18397985545180995,-0.0367184980818657,-0.015002432705367557,-0.04423783647174938,-0.0045606933440079074,-0.0040150008941155155,-0.026599181492253248,-0.04423783647174938
expert,harmless,gpt-3.5-turbo-0125 | meta-llama/Llama-2-70b-chat-hf | meta-llama/Meta-Llama-3-70B-Instruct,24.5,157.08,121.54,3.0,3.0,37.01,40.513333333333335,0.37278944008602294,0.5479375916355628,17.139361693385368,2.246263836483511,0.1174386191278455,1.0,0.0,0.0,0.0,40.96,52.92,3.0,0.4822614652278216,0.16038279757660556,0.765158046215136,0.234841953784864,0.05481480094013705,0.08842034107931097,0.08645082201832664,40.96,52.92,3.0,0.5173508053469047,0.16704060544478722,0.7546302632224878,0.24536973677751228,0.057654440911018526,0.08925886007495679,0.07831572039000533,-0.035089340119083066,-0.006657807868181649,-0.010527782992648265,-0.0028396399708814813,-0.0008385189956458144,0.00813510162832131,-0.010527782992648265
expert,harmless,gpt-4-turbo-2024-04-09 | meta-llama/Llama-2-70b-chat-hf | meta-llama/Meta-Llama-3-70B-Instruct,24.5,138.58,104.83,3.0,3.0,27.11,34.943333333333335,0.3266512356312854,0.5483284891841875,15.740870909337922,0.3734214234366323,0.025243909007717034,0.98,0.0,0.0,0.0,37.17,49.42,3.0,0.5808046312950182,0.19108036024504765,0.7159429316506141,0.284057068349386,0.09868479630805664,0.11881623839350983,0.19624198468114415,37.17,49.42,3.0,0.5673332417321152,0.18721720264136882,0.7127268167587966,0.2872731832412035,0.10769855635991897,0.12678980863236627,0.21517354868079167,0.013471389562903193,0.0038631576036788364,-0.003216114891817545,-0.00901376005186233,-0.007973570238856427,-0.018931563999647495,-0.003216114891817545
expert,helpful,allenai/tulu-2-70b | allenai/tulu-2-7b | gpt-3.5-turbo-0125,24.5,1637.56,1141.67,3.0,3.0,359.54,380.5566666666666,0.17932051051109466,0.24496984128624638,43.226270646209,0.469390325061905,0.011158146876865132,1.0,0.0,0.0,0.0,379.83,545.44,3.0,0.6608828313031471,0.2336694475641232,0.6132618919342658,0.38673810806573417,0.02568458015411462,0.04211240608993492,0.04454188184471361,379.83,545.44,3.0,0.6813345401459168,0.24077542702022592,0.6099669437963218,0.3900330562036782,0.029494614026961467,0.043732405632618605,0.04454188184471361,-0.02045170884276972,-0.0071059794561027356,-0.0032949481379440093,-0.0038100338728468473,-0.001619999542683678,0.0,-0.0032949481379440093
expert,helpful,allenai/tulu-2-70b | allenai/tulu-2-7b | gpt-4-turbo-2024-04-09,24.5,1858.34,1373.12,3.0,3.0,394.49,457.70666666666665,0.5064915222537334,0.6648757379214351,430.6661308164277,6.278883944461629,0.014342292831212754,1.0,0.0,0.0,0.0,464.38,628.66,3.0,0.5159520801454608,0.16540857716757174,0.7731990958492839,0.22680090415071608,0.01297416383951313,0.023098826247301706,0.0,464.38,628.66,3.0,0.5278047459433854,0.16793684292328254,0.7700607085487472,0.22993929145125278,0.013770499410705206,0.024143791012955263,0.0,-0.011852665797924771,-0.0025282657557108303,-0.003138387300536727,-0.0007963355711920778,-0.001044964765653558,0.0,-0.003138387300536727
expert,helpful,allenai/tulu-2-70b | allenai/tulu-2-7b | meta-llama/Llama-2-70b-chat-hf,24.5,1788.74,1282.32,3.0,3.0,394.49,427.44,0.36640457606636645,0.5333122269894106,200.50025436380136,0.3470333022210271,0.001753558356905296,1.0,0.0,0.0,0.0,432.18,600.26,3.0,0.6156969229122462,0.2102355577764645,0.6907346267030634,0.30926537329693654,0.016950147755045268,0.04253788590933904,0.0,432.18,600.26,3.0,0.6373329611405397,0.2164384996625058,0.68469789304356,0.31530210695644006,0.01693202651761291,0.0406102426734815,0.0,-0.021636038228293516,-0.006202941886041326,-0.006036733659503504,1.812123743235583e-05,0.0019276432358575396,0.0,-0.006036733659503504
expert,helpful,allenai/tulu-2-70b | allenai/tulu-2-7b | meta-llama/Meta-Llama-3-70B-Instruct,24.5,1868.78,1393.2,3.0,3.0,394.49,464.4,0.4386262285547696,0.5898090855757713,323.6924981472395,3.0450476825156163,0.009286426025143993,1.0,0.0,0.0,0.0,460.3,618.22,3.0,0.5534384406995586,0.18281825836335913,0.7445389577344159,0.25546104226558414,0.016684768625819076,0.03238855682844322,0.0,460.3,618.22,3.0,0.5748995792379326,0.18893600897025664,0.7379962344655903,0.2620037655344098,0.02449242989028023,0.036787062982715814,0.0,-0.021461138538373996,-0.0061177506068975165,-0.0065427232688256365,-0.007807661264461154,-0.004398506154272587,0.0,-0.0065427232688256365
expert,helpful,allenai/tulu-2-70b | gpt-3.5-turbo-0125 | gpt-4-turbo-2024-04-09,24.5,1796.04,1298.68,3.0,3.0,359.82,432.8933333333334,0.4432854232725092,0.649665108486128,369.6509015435594,0.3215266489932975,0.0008672510930467349,1.0,0.0,0.0,0.0,434.82,600.96,3.0,0.5330864082088084,0.1725646843039938,0.7551227040976406,0.24487729590235943,0.025763365950697302,0.034903235511948634,0.03857969246310954,434.82,600.96,3.0,0.5500919492498884,0.17771540476168773,0.7503332096982591,0.249666790301741,0.028633616892317314,0.03732871789867234,0.03857969246310954,-0.01700554104108,-0.005150720457693931,-0.004789494399381526,-0.002870250941620013,-0.0024254823867237135,0.0,-0.004789494399381526
expert,helpful,allenai/tulu-2-70b | gpt-3.5-turbo-0125 | meta-llama/Llama-2-70b-chat-hf,24.5,1745.92,1230.09,3.0,3.0,359.82,410.03,0.2539443708206093,0.35823910879837334,103.1058466621903,0.5966401164933228,0.005825548559096123,1.0,0.0,0.0,0.0,414.41,586.08,3.0,0.6374079517882332,0.2203012626751047,0.6572209035236525,0.3427790964763476,0.056911500903404376,0.05893678013463475,0.0409466883251819,414.41,586.08,3.0,0.6621832606064858,0.22876006006070299,0.64868206067596,0.3513179393240399,0.05507666463978323,0.05753890516550377,0.0409466883251819,-0.02477530881825258,-0.008458797385598318,-0.00853884284769233,0.0018348362636211512,0.0013978749691309761,0.0,-0.00853884284769233
expert,helpful,allenai/tulu-2-70b | gpt-3.5-turbo-0125 | meta-llama/Meta-Llama-3-70B-Instruct,24.5,1800.62,1295.94,3.0,3.0,359.82,431.98,0.3597796957268165,0.516311771590035,235.15032784648133,0.5131709798359674,0.002188190660297637,1.0,0.0,0.0,0.0,430.56,599.38,3.0,0.5744337887653479,0.19302445566202409,0.716501336758538,0.28349866324146206,0.020936981617924993,0.03490214968716225,0.039018012436348955,430.56,599.38,3.0,0.5996319430958716,0.20035803641531966,0.7092273246366214,0.2907726753633786,0.020782051331482903,0.0389638717102432,0.039018012436348955,-0.02519815433052377,-0.007333580753295604,-0.007274012121916542,0.00015493028644209095,-0.0040617220230809515,0.0,-0.007274012121916542
expert,helpful,allenai/tulu-2-70b | gpt-4-turbo-2024-04-09 | meta-llama/Llama-2-70b-chat-hf,24.5,1859.9,1317.66,3.0,3.0,381.1,439.22,0.43658000081731374,0.649665108486128,300.42500209804444,0.1832185330461187,0.0006047639360135945,1.0,0.0,0.0,0.0,443.34,625.1,3.0,0.5947859620894536,0.20003097063926087,0.7006924095430753,0.2993075904569247,0.054267790104987806,0.06281710771720034,0.06882922804567468,443.34,625.1,3.0,0.615423674641799,0.20617234767903106,0.6938184130312395,0.3061815869687605,0.053312791649623256,0.06239755815055876,0.10366393136668331,-0.02063771255234551,-0.006141377039770168,-0.006873996511835892,0.0009549984553645463,0.00041954956664157634,-0.03483470332100863,-0.006873996511835892
expert,helpful,allenai/tulu-2-70b | gpt-4-turbo-2024-04-09 | meta-llama/Meta-Llama-3-70B-Instruct,24.5,1885.16,1356.03,3.0,3.0,389.61,452.01,0.4055670809796411,0.649665108486128,334.4767767678632,1.2878967912870996,0.003859955711765662,1.0,0.0,0.0,0.0,453.47,630.84,3.0,0.5451533063405853,0.1790794269406312,0.7431981934567018,0.25680180654329815,0.016581705003785367,0.031922043815703315,0.1926105608658964,453.47,630.84,3.0,0.5622775248946786,0.18331479882218077,0.7389302015675007,0.26106979843249933,0.0158065472420264,0.033918857667120536,0.19150560239622613,-0.017124218554093226,-0.004235371881549546,-0.004267991889201217,0.0007751577617589678,-0.0019968138514172267,0.001104958469670274,-0.004267991889201217
expert,helpful,allenai/tulu-2-70b | meta-llama/Llama-2-70b-chat-hf | meta-llama/Meta-Llama-3-70B-Instruct,24.5,1799.06,1273.84,3.0,3.0,360.94,424.61333333333334,0.365340402259817,0.515384354898553,199.07230499316344,0.8325809254745995,0.004192673820278572,1.0,0.0,0.0,0.0,427.16,601.94,3.0,0.5867836398101994,0.19807818268713684,0.7157581308534708,0.2842418691465292,0.025391030526204658,0.03774825546746951,0.0,427.16,601.94,3.0,0.6101314630971959,0.20450696184518793,0.7082366232715316,0.29176337672846847,0.020391527066686725,0.03783331929796183,0.0,-0.023347823286996458,-0.006428779158051106,-0.007521507581939242,0.004999503459517933,-8.506383049231861e-05,0.0,-0.007521507581939242
expert,helpful,allenai/tulu-2-7b | gpt-3.5-turbo-0125 | gpt-4-turbo-2024-04-09,24.5,1781.18,1314.77,3.0,3.0,387.36,438.25666666666666,0.49991980696704275,0.6593732326609099,386.6000119988512,5.03589924370085,0.012803137496632012,1.0,0.0,0.0,0.0,440.73,595.82,3.0,0.5259306602601805,0.16857129680833652,0.7710149465327234,0.2289850534672766,0.014176750192000716,0.027447371494700792,0.0,440.73,595.82,3.0,0.541201644844761,0.17300910909383468,0.7626883112873074,0.2373116887126926,0.016797696541163573,0.0294609013204289,0.0,-0.015270984584580432,-0.004437812285498163,-0.008326635245415997,-0.0026209463491628578,-0.0020135298257281027,0.0,-0.008326635245415997
expert,helpful,allenai/tulu-2-7b | gpt-3.5-turbo-0125 | meta-llama/Llama-2-70b-chat-hf,24.5,1765.42,1262.42,3.0,3.0,387.36,420.8066666666666,0.3667910433053917,0.5333122269894106,195.1095853232686,0.4123754867965036,0.0021260881216633655,1.0,0.0,0.0,0.0,421.08,586.58,3.0,0.6121903051082653,0.20860385988017863,0.6879801255605078,0.3120198744394922,0.01805400988127377,0.050305287229225865,0.0,421.08,586.58,3.0,0.6361547301768888,0.21680351826296687,0.6766778660300747,0.32332213396992526,0.020566541267116545,0.04901116229082494,0.0,-0.023964425068623552,-0.008199658382788253,-0.011302259530433045,-0.002512531385842778,0.0012941249384009288,0.0,-0.011302259530433045
expert,helpful,allenai/tulu-2-7b | gpt-3.5-turbo-0125 | meta-llama/Meta-Llama-3-70B-Instruct,24.5,1874.72,1379.43,3.0,3.0,387.36,459.81,0.4380692881141029,0.5898090855757713,311.4200085631721,2.966881590602568,0.00940326344349545,1.0,0.0,0.0,0.0,451.07,615.28,3.0,0.5615773685243873,0.18553668229330492,0.7398850021979841,0.26011499780201586,0.017864560528751024,0.03460865878743058,0.0,451.07,615.28,3.0,0.5895849844095278,0.1943756340650756,0.7272694127426916,0.2727305872573083,0.023681728541788752,0.039685871711958795,0.0,-0.028007615885140457,-0.008838951771770713,-0.012615589455292462,-0.005817168013037729,-0.005077212924528217,0.0,-0.012615589455292462
expert,helpful,allenai/tulu-2-7b | gpt-4-turbo-2024-04-09 | meta-llama/Llama-2-70b-chat-hf,24.5,1804.1,1311.0,3.0,3.0,381.1,437.0,0.49909835934020236,0.6591242130850875,368.21051082519494,4.807247537482518,0.012816807715892435,1.0,0.0,0.0,0.0,441.0,604.9,3.0,0.5769527424251839,0.1912477963591892,0.7226202254355841,0.2773797745644159,0.023388278947380933,0.06476181238637747,0.07095019289748826,441.0,604.9,3.0,0.5961656021313455,0.19704938729328825,0.7106142778078763,0.28938572219212366,0.02233353661126263,0.06660634412917563,0.10652823448759133,-0.019212859706161614,-0.005801590934099061,-0.012005947627707776,0.001054742336118305,-0.0018445317427981571,-0.035578041590103054,-0.012005947627707776
