model_a,model_b,margin,support,total_observations,wins_a,wins_b
OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5,gpt-4,-0.1755424063116371,169,182,,
OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5,gpt-4-1106-preview,-0.3128834355828221,163,171,,
OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5,luminous-extended-control,0.572463768115942,138,143,,
OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5,luminous-supreme-control,0.375,128,139,,
OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5,meta-llama/Llama-2-13b-chat-hf,-0.08247422680412371,97,102,,
OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5,meta-llama/Llama-2-70b-chat-hf,-0.20382165605095542,157,161,,
OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5,meta-llama/Llama-2-7b-chat-hf,-0.3937621832358674,171,182,,
OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5,mistralai/Mistral-7B-Instruct-v0.1,-0.20085470085470084,156,167,,
OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5,models/chat-bison-001,-0.4720496894409938,161,171,,
OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5,tiiuae/falcon-7b-instruct,0.058823529411764705,153,159,,
OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5,timdettmers/guanaco-33b-merged,-0.3215130023640662,141,149,,
claude-2,claude-2.1,0.13836477987421383,159,170,,
claude-2,claude-instant-1,-0.3107344632768362,177,185,,
claude-2,command,-0.3351449275362319,184,196,,
claude-2,command-light,-0.005076142131979695,197,214,,
claude-2,command-nightly,-0.0967741935483871,186,197,,
claude-2,google/flan-t5-xxl,0.7591623036649214,191,203,,
claude-2,gpt-3.5-turbo,0.060897435897435896,208,221,,
claude-2,gpt-4,-0.07296849087893864,201,214,,
claude-2,gpt-4-1106-preview,-0.11299435028248588,177,185,,
claude-2,luminous-extended-control,0.6626506024096386,166,174,,
claude-2,luminous-supreme-control,0.5,180,188,,
claude-2,meta-llama/Llama-2-13b-chat-hf,-0.125,120,128,,
claude-2,meta-llama/Llama-2-70b-chat-hf,-0.2275449101796407,167,178,,
claude-2,meta-llama/Llama-2-7b-chat-hf,-0.20881226053639848,174,187,,
claude-2,mistralai/Mistral-7B-Instruct-v0.1,0.06060606060606061,187,199,,
claude-2,models/chat-bison-001,-0.3622448979591837,196,206,,
claude-2,tiiuae/falcon-7b-instruct,0.208955223880597,201,211,,
claude-2,timdettmers/guanaco-33b-merged,-0.001883239171374764,177,194,,
claude-2.1,claude-instant-1,-0.4066666666666666,200,212,,
claude-2.1,command,-0.4236453201970443,203,216,,
claude-2.1,command-light,0.03827751196172249,209,222,,
claude-2.1,command-nightly,-0.23809523809523808,168,174,,
claude-2.1,google/flan-t5-xxl,0.7195767195767195,189,198,,
claude-2.1,gpt-3.5-turbo,-0.05699481865284974,193,211,,
claude-2.1,gpt-4,-0.16374269005847952,171,180,,
claude-2.1,gpt-4-1106-preview,-0.24757281553398058,206,214,,
claude-2.1,luminous-extended-control,0.6884057971014492,138,144,,
claude-2.1,luminous-supreme-control,0.6387225548902196,167,177,,
claude-2.1,meta-llama/Llama-2-13b-chat-hf,-0.0891089108910891,101,107,,
claude-2.1,meta-llama/Llama-2-70b-chat-hf,-0.2574074074074074,180,193,,
claude-2.1,meta-llama/Llama-2-7b-chat-hf,-0.1912568306010929,183,199,,
claude-2.1,mistralai/Mistral-7B-Instruct-v0.1,0.01639344262295082,183,196,,
claude-2.1,models/chat-bison-001,-0.31958762886597936,194,212,,
claude-2.1,tiiuae/falcon-7b-instruct,0.2564102564102564,195,202,,
claude-2.1,timdettmers/guanaco-33b-merged,-0.045454545454545456,198,215,,
claude-instant-1,command,-0.17613636363636365,176,187,,
claude-instant-1,command-light,0.1164021164021164,189,201,,
claude-instant-1,command-nightly,0.010638297872340425,188,200,,
claude-instant-1,google/flan-t5-xxl,0.8389694041867954,207,219,,
claude-instant-1,gpt-3.5-turbo,0.3020833333333333,192,202,,
claude-instant-1,gpt-4,0.14553990610328638,213,226,,
claude-instant-1,gpt-4-1106-preview,0.13829787234042554,188,200,,
claude-instant-1,luminous-extended-control,0.7532467532467533,154,162,,
claude-instant-1,luminous-supreme-control,0.7272727272727273,176,183,,
claude-instant-1,meta-llama/Llama-2-13b-chat-hf,0.43564356435643564,101,102,,
claude-instant-1,meta-llama/Llama-2-70b-chat-hf,0.2304761904761905,175,191,,
claude-instant-1,meta-llama/Llama-2-7b-chat-hf,0.11578947368421053,190,196,,
claude-instant-1,mistralai/Mistral-7B-Instruct-v0.1,0.29591836734693877,196,210,,
claude-instant-1,models/chat-bison-001,-0.025,200,211,,
claude-instant-1,tiiuae/falcon-7b-instruct,0.4226190476190476,168,173,,
claude-instant-1,timdettmers/guanaco-33b-merged,0.16029143897996356,183,201,,
command,command-light,0.3401015228426396,197,209,,
command,command-nightly,0.2899305555555555,192,208,,
command,google/flan-t5-xxl,0.7888888888888889,180,186,,
command,gpt-3.5-turbo,0.3671497584541063,207,223,,
command,gpt-4,0.37244897959183676,196,209,,
command,gpt-4-1106-preview,0.20098039215686275,204,221,,
command,luminous-extended-control,0.7651006711409396,149,158,,
command,luminous-supreme-control,0.7401129943502824,177,184,,
command,meta-llama/Llama-2-13b-chat-hf,0.32710280373831774,107,112,,
command,meta-llama/Llama-2-70b-chat-hf,0.3055555555555556,180,189,,
command,meta-llama/Llama-2-7b-chat-hf,0.18461538461538463,195,209,,
command,mistralai/Mistral-7B-Instruct-v0.1,0.24867724867724866,189,204,,
command,models/chat-bison-001,0.20765027322404372,183,193,,
command,tiiuae/falcon-7b-instruct,0.5046554934823091,179,190,,
command,timdettmers/guanaco-33b-merged,0.3539325842696629,178,191,,
command-light,command-nightly,-0.015544041450777202,193,207,,
command-light,google/flan-t5-xxl,0.6885245901639344,183,194,,
command-light,gpt-3.5-turbo,-0.016501650165016504,202,217,,
command-light,gpt-4,0.01932367149758454,207,225,,
command-light,gpt-4-1106-preview,0.005494505494505495,182,191,,
command-light,luminous-extended-control,0.49673202614379086,153,162,,
command-light,luminous-supreme-control,0.44155844155844154,154,163,,
command-light,meta-llama/Llama-2-13b-chat-hf,0.1111111111111111,90,93,,
command-light,meta-llama/Llama-2-70b-chat-hf,-0.042328042328042326,189,201,,
command-light,meta-llama/Llama-2-7b-chat-hf,-0.19444444444444445,180,190,,
command-light,mistralai/Mistral-7B-Instruct-v0.1,0.13953488372093023,215,233,,
command-light,models/chat-bison-001,-0.21052631578947367,171,180,,
command-light,tiiuae/falcon-7b-instruct,0.17553191489361702,188,198,,
command-light,timdettmers/guanaco-33b-merged,0.10810810810810811,185,193,,
command-nightly,google/flan-t5-xxl,0.8042328042328042,189,200,,
command-nightly,gpt-3.5-turbo,0.15736040609137056,197,207,,
command-nightly,gpt-4,0.061855670103092786,194,202,,
command-nightly,gpt-4-1106-preview,-0.054945054945054944,182,193,,
command-nightly,luminous-extended-control,0.7051282051282052,156,163,,
command-nightly,luminous-supreme-control,0.6986301369863014,146,148,,
command-nightly,meta-llama/Llama-2-13b-chat-hf,0.18691588785046728,107,109,,
command-nightly,meta-llama/Llama-2-70b-chat-hf,-0.06790123456790123,162,167,,
command-nightly,meta-llama/Llama-2-7b-chat-hf,-0.031045751633986925,204,216,,
command-nightly,mistralai/Mistral-7B-Instruct-v0.1,0.13705583756345177,197,210,,
command-nightly,models/chat-bison-001,-0.047872340425531915,188,198,,
command-nightly,tiiuae/falcon-7b-instruct,0.336734693877551,196,204,,
command-nightly,timdettmers/guanaco-33b-merged,0.13636363636363635,198,210,,
google/flan-t5-xxl,gpt-3.5-turbo,-0.7575757575757576,198,214,,
google/flan-t5-xxl,gpt-4,-0.7971698113207547,212,222,,
google/flan-t5-xxl,gpt-4-1106-preview,-0.8457142857142858,175,179,,
google/flan-t5-xxl,luminous-extended-control,-0.16822429906542055,107,111,,
google/flan-t5-xxl,luminous-supreme-control,-0.1885245901639344,122,127,,
google/flan-t5-xxl,meta-llama/Llama-2-13b-chat-hf,-0.6739130434782609,92,93,,
google/flan-t5-xxl,meta-llama/Llama-2-70b-chat-hf,-0.7790697674418605,172,180,,
google/flan-t5-xxl,meta-llama/Llama-2-7b-chat-hf,-0.8352272727272727,176,190,,
google/flan-t5-xxl,mistralai/Mistral-7B-Instruct-v0.1,-0.7783505154639175,194,203,,
google/flan-t5-xxl,models/chat-bison-001,-0.8624338624338624,189,204,,
google/flan-t5-xxl,tiiuae/falcon-7b-instruct,-0.6623376623376623,154,168,,
google/flan-t5-xxl,timdettmers/guanaco-33b-merged,-0.6440329218106996,162,170,,
gpt-3.5-turbo,gpt-4,-0.07772020725388601,193,200,,
gpt-3.5-turbo,gpt-4-1106-preview,-0.20068027210884354,196,210,,
gpt-3.5-turbo,luminous-extended-control,0.69375,160,168,,
gpt-3.5-turbo,luminous-supreme-control,0.6474358974358975,156,162,,
gpt-3.5-turbo,meta-llama/Llama-2-13b-chat-hf,-0.14563106796116504,103,108,,
gpt-3.5-turbo,meta-llama/Llama-2-70b-chat-hf,-0.044444444444444446,180,195,,
gpt-3.5-turbo,meta-llama/Llama-2-7b-chat-hf,-0.2756756756756757,185,193,,
gpt-3.5-turbo,mistralai/Mistral-7B-Instruct-v0.1,0.10050251256281408,199,207,,
gpt-3.5-turbo,models/chat-bison-001,-0.2983425414364641,181,190,,
gpt-3.5-turbo,tiiuae/falcon-7b-instruct,0.36,175,185,,
gpt-3.5-turbo,timdettmers/guanaco-33b-merged,-0.06734006734006734,198,211,,
gpt-4,gpt-4-1106-preview,-0.19161676646706588,167,173,,
gpt-4,luminous-extended-control,0.592814371257485,167,175,,
gpt-4,luminous-supreme-control,0.5526315789473685,152,159,,
gpt-4,meta-llama/Llama-2-13b-chat-hf,0.16129032258064516,93,95,,
gpt-4,meta-llama/Llama-2-70b-chat-hf,-0.12952380952380954,175,189,,
gpt-4,meta-llama/Llama-2-7b-chat-hf,-0.2275132275132275,189,200,,
gpt-4,mistralai/Mistral-7B-Instruct-v0.1,0.0331588132635253,191,204,,
gpt-4,models/chat-bison-001,-0.04081632653061224,196,210,,
gpt-4,tiiuae/falcon-7b-instruct,0.12835249042145594,174,189,,
gpt-4,timdettmers/guanaco-33b-merged,0.0,188,202,,
gpt-4-1106-preview,luminous-extended-control,0.7105263157894737,190,202,,
gpt-4-1106-preview,luminous-supreme-control,0.6602564102564102,156,164,,
gpt-4-1106-preview,meta-llama/Llama-2-13b-chat-hf,-0.02197802197802198,91,95,,
gpt-4-1106-preview,meta-llama/Llama-2-70b-chat-hf,-0.12650602409638553,166,175,,
gpt-4-1106-preview,meta-llama/Llama-2-7b-chat-hf,-0.09929078014184398,188,204,,
gpt-4-1106-preview,mistralai/Mistral-7B-Instruct-v0.1,0.3076923076923077,169,183,,
gpt-4-1106-preview,models/chat-bison-001,-0.07109004739336493,211,225,,
gpt-4-1106-preview,tiiuae/falcon-7b-instruct,0.2918918918918919,185,198,,
gpt-4-1106-preview,timdettmers/guanaco-33b-merged,0.10837438423645321,203,213,,
luminous-extended-control,luminous-supreme-control,-0.13513513513513514,111,115,,
luminous-extended-control,meta-llama/Llama-2-13b-chat-hf,-0.6410256410256411,78,82,,
luminous-extended-control,meta-llama/Llama-2-70b-chat-hf,-0.6442953020134228,149,155,,
luminous-extended-control,meta-llama/Llama-2-7b-chat-hf,-0.6787878787878788,165,175,,
luminous-extended-control,mistralai/Mistral-7B-Instruct-v0.1,-0.6304347826086957,138,145,,
luminous-extended-control,models/chat-bison-001,-0.6836158192090396,177,191,,
luminous-extended-control,tiiuae/falcon-7b-instruct,-0.56,125,133,,
luminous-extended-control,timdettmers/guanaco-33b-merged,-0.49227373068432667,151,156,,
luminous-supreme-control,meta-llama/Llama-2-13b-chat-hf,-0.6046511627906976,86,88,,
luminous-supreme-control,meta-llama/Llama-2-70b-chat-hf,-0.6821192052980133,151,156,,
luminous-supreme-control,meta-llama/Llama-2-7b-chat-hf,-0.6729559748427673,159,171,,
luminous-supreme-control,mistralai/Mistral-7B-Instruct-v0.1,-0.5935483870967742,155,163,,
luminous-supreme-control,models/chat-bison-001,-0.6114649681528662,157,164,,
luminous-supreme-control,tiiuae/falcon-7b-instruct,-0.46923076923076923,130,135,,
luminous-supreme-control,timdettmers/guanaco-33b-merged,-0.5096774193548387,155,165,,
meta-llama/Llama-2-13b-chat-hf,meta-llama/Llama-2-70b-chat-hf,-0.29473684210526313,95,99,,
meta-llama/Llama-2-13b-chat-hf,meta-llama/Llama-2-7b-chat-hf,-0.11650485436893204,103,107,,
meta-llama/Llama-2-13b-chat-hf,mistralai/Mistral-7B-Instruct-v0.1,-0.030303030303030304,99,102,,
meta-llama/Llama-2-13b-chat-hf,models/chat-bison-001,-0.22857142857142856,105,109,,
meta-llama/Llama-2-13b-chat-hf,tiiuae/falcon-7b-instruct,0.24324324324324326,111,115,,
meta-llama/Llama-2-13b-chat-hf,timdettmers/guanaco-33b-merged,-0.009615384615384616,104,107,,
meta-llama/Llama-2-70b-chat-hf,meta-llama/Llama-2-7b-chat-hf,0.011695906432748537,171,184,,
meta-llama/Llama-2-70b-chat-hf,mistralai/Mistral-7B-Instruct-v0.1,0.39634146341463417,164,172,,
meta-llama/Llama-2-70b-chat-hf,models/chat-bison-001,-0.036585365853658534,164,174,,
meta-llama/Llama-2-70b-chat-hf,tiiuae/falcon-7b-instruct,0.2638888888888889,144,149,,
meta-llama/Llama-2-70b-chat-hf,timdettmers/guanaco-33b-merged,0.018315018315018312,182,194,,
meta-llama/Llama-2-7b-chat-hf,mistralai/Mistral-7B-Instruct-v0.1,0.1509433962264151,159,172,,
meta-llama/Llama-2-7b-chat-hf,models/chat-bison-001,-0.0855614973262032,187,205,,
meta-llama/Llama-2-7b-chat-hf,tiiuae/falcon-7b-instruct,0.3958333333333333,192,199,,
meta-llama/Llama-2-7b-chat-hf,timdettmers/guanaco-33b-merged,0.225130890052356,191,198,,
mistralai/Mistral-7B-Instruct-v0.1,models/chat-bison-001,-0.27319587628865977,194,205,,
mistralai/Mistral-7B-Instruct-v0.1,tiiuae/falcon-7b-instruct,0.08982035928143713,167,174,,
mistralai/Mistral-7B-Instruct-v0.1,timdettmers/guanaco-33b-merged,-0.025510204081632654,196,209,,
models/chat-bison-001,tiiuae/falcon-7b-instruct,0.3956043956043956,182,193,,
models/chat-bison-001,timdettmers/guanaco-33b-merged,0.20430107526881722,186,197,,
tiiuae/falcon-7b-instruct,timdettmers/guanaco-33b-merged,-0.07777777777777778,180,188,,
