group,aspect,triplet,train_rho_cyc,test_log_loss,test_brier,test_error_rate,test_calibration_abs_error,test_pair_calibration_mae,test_majority_edge_error,n
all,harmless,allenai/tulu-2-70b | allenai/tulu-2-7b | gpt-3.5-turbo-0125,0.016309380699043922,0.6217114082986185,0.21498515582483915,0.30621246415114245,0.06616661165977435,0.12057968730004869,0.10868163650117733,100
all,truthful,allenai/tulu-2-70b | allenai/tulu-2-7b | gpt-3.5-turbo-0125,0.03870220220289097,0.659304879039537,0.2332461583718662,0.39129705314967955,0.03545069234841314,0.061834642300213745,0.18450900285858732,98
all,truthful,allenai/tulu-2-70b | allenai/tulu-2-7b | gpt-4-turbo-2024-04-09,0.019171639893633005,0.570897680957418,0.19158668192468234,0.2607497808583867,0.026712382896839023,0.04675169368525844,0.0,100
all,truthful,allenai/tulu-2-70b | allenai/tulu-2-7b | meta-llama/Llama-2-70b-chat-hf,0.005414258961546038,0.6441186820528904,0.2259582790724332,0.3711990624197837,0.0312710766388128,0.049972775993537236,0.20893211860661803,100
all,truthful,allenai/tulu-2-70b | allenai/tulu-2-7b | meta-llama/Meta-Llama-3-70B-Instruct,0.01126862253812541,0.618176404595072,0.21358003999812797,0.31265207129925143,0.02915157476313587,0.048277286924239916,0.0033261912049790837,99
all,truthful,allenai/tulu-2-70b | gpt-3.5-turbo-0125 | gpt-4-turbo-2024-04-09,0.014209888383542958,0.6085767127561477,0.20944195250679687,0.33835190777055485,0.028258972477547845,0.05256812368878869,0.16542579048726072,100
all,truthful,allenai/tulu-2-70b | gpt-3.5-turbo-0125 | meta-llama/Llama-2-70b-chat-hf,0.11561744451667931,0.6950689180898809,0.25094696290257734,0.4856616344547851,0.03805584695163672,0.05988103885238668,0.4545129560125439,100
all,truthful,allenai/tulu-2-70b | gpt-3.5-turbo-0125 | meta-llama/Meta-Llama-3-70B-Instruct,0.0664684134189456,0.669254336589314,0.23814411143918485,0.41814116487052033,0.03392760755090763,0.06121735297965232,0.23024500133496925,100
all,truthful,allenai/tulu-2-70b | gpt-4-turbo-2024-04-09 | meta-llama/Llama-2-70b-chat-hf,0.015080861676306054,0.592595366217624,0.20241994537351762,0.32640690492069685,0.027241924676079457,0.04936308439853463,0.1756475713128437,100
all,truthful,allenai/tulu-2-70b | gpt-4-turbo-2024-04-09 | meta-llama/Meta-Llama-3-70B-Instruct,0.007022609233808016,0.6315101003023954,0.21992753020324077,0.3296094749097371,0.0329092104855284,0.04943761362874209,0.004095477386934673,100
all,truthful,allenai/tulu-2-70b | meta-llama/Llama-2-70b-chat-hf | meta-llama/Meta-Llama-3-70B-Instruct,0.011667552298402259,0.6745502683739187,0.2407541610870066,0.42878562696764905,0.02958000430980042,0.05370703017308731,0.28590274059571397,100
all,truthful,allenai/tulu-2-7b | gpt-3.5-turbo-0125 | gpt-4-turbo-2024-04-09,0.01619312888097051,0.567480348817193,0.19041903011690764,0.2654289713186,0.02753882327284943,0.04987244069436331,0.0064712033791187555,100
all,truthful,allenai/tulu-2-7b | gpt-3.5-turbo-0125 | meta-llama/Llama-2-70b-chat-hf,0.0635711559876248,0.6602382299557737,0.23367939878042157,0.3982873990885858,0.03607759267365939,0.06530779719719311,0.21054557839078616,100
all,truthful,allenai/tulu-2-7b | gpt-3.5-turbo-0125 | meta-llama/Meta-Llama-3-70B-Instruct,0.016965745495621954,0.6174233438490808,0.21322650475561006,0.3110586209830846,0.030940137966966534,0.052385057154766136,0.00678048585902908,100
all,truthful,allenai/tulu-2-7b | gpt-4-turbo-2024-04-09 | meta-llama/Llama-2-70b-chat-hf,0.057488582847072214,0.5437281938514215,0.17853939671975838,0.23194933778496857,0.033105155833216576,0.0606615019679216,0.0,100
all,truthful,allenai/tulu-2-7b | gpt-4-turbo-2024-04-09 | meta-llama/Meta-Llama-3-70B-Instruct,0.012942864680834814,0.5611932261225334,0.18726270818203028,0.25323442219169484,0.02734429317934949,0.047042145836564735,0.0,100
all,truthful,allenai/tulu-2-7b | meta-llama/Llama-2-70b-chat-hf | meta-llama/Meta-Llama-3-70B-Instruct,0.02367374054196251,0.6087355053988541,0.20897834293135634,0.2965118581500915,0.030573218174602405,0.05356812554907287,0.002108559498956158,100
all,truthful,gpt-3.5-turbo-0125 | gpt-4-turbo-2024-04-09 | meta-llama/Llama-2-70b-chat-hf,0.0013247847282643205,0.5784921861468435,0.19618130418662677,0.2993242427365291,0.03299511070859692,0.05196053210620058,0.09108144367018843,100
all,truthful,gpt-3.5-turbo-0125 | gpt-4-turbo-2024-04-09 | meta-llama/Meta-Llama-3-70B-Instruct,0.01281090387532336,0.605898937414802,0.20789974246036386,0.29782516196386444,0.03264009183714405,0.05048336838275909,0.0,100
all,truthful,gpt-3.5-turbo-0125 | meta-llama/Llama-2-70b-chat-hf | meta-llama/Meta-Llama-3-70B-Instruct,0.05671356244838548,0.6633768872174416,0.23527508613464224,0.3968006485634414,0.03589061477773975,0.05973842396971969,0.14803250242997198,100
all,truthful,gpt-4-turbo-2024-04-09 | meta-llama/Llama-2-70b-chat-hf | meta-llama/Meta-Llama-3-70B-Instruct,0.003613647048691648,0.5923948548371676,0.20221977441049344,0.29183753834632564,0.02546276318484856,0.05192016137509798,0.002821229050279329,100
expert,harmless,allenai/tulu-2-70b | allenai/tulu-2-7b | gpt-3.5-turbo-0125,0.027829899997973303,0.64728398263673,0.22689344802264647,0.33585812835472817,0.07475326696207354,0.12736848488490482,0.1558193182752039,100
expert,harmless,allenai/tulu-2-70b | allenai/tulu-2-7b | gpt-4-turbo-2024-04-09,0.07614844125041322,0.6092451239116059,0.209565322352889,0.3109263272251858,0.07875500054874744,0.12490133112665207,0.15955968332136047,100
expert,harmless,allenai/tulu-2-70b | allenai/tulu-2-7b | meta-llama/Llama-2-70b-chat-hf,0.017205347575674573,0.6505701376842825,0.22839152290231862,0.3330520390080608,0.07593556700486086,0.11932590508183191,0.0857826256702243,100
expert,harmless,allenai/tulu-2-70b | allenai/tulu-2-7b | meta-llama/Meta-Llama-3-70B-Instruct,0.05201515847793853,0.6787140278491905,0.24271271108165865,0.3948239739408067,0.06589717593881779,0.11004421899276252,0.18972171972598326,100
expert,harmless,allenai/tulu-2-70b | gpt-3.5-turbo-0125 | gpt-4-turbo-2024-04-09,0.11128069579991394,0.6809865327801902,0.24316058598599313,0.41625213262498867,0.08798477690370195,0.14879383002585306,0.3261724902719277,100
expert,harmless,allenai/tulu-2-70b | gpt-3.5-turbo-0125 | meta-llama/Llama-2-70b-chat-hf,0.11422940455547692,0.6475201286686896,0.22693661121180006,0.34970261320078483,0.08155318541499894,0.1279829616005229,0.14382336571540716,100
expert,harmless,allenai/tulu-2-70b | gpt-3.5-turbo-0125 | meta-llama/Meta-Llama-3-70B-Instruct,0.03245866035150631,0.6652464747802154,0.23572505650152487,0.3661708668696902,0.06994323201235843,0.11757930044373746,0.1726734947981247,100
expert,harmless,allenai/tulu-2-70b | gpt-4-turbo-2024-04-09 | meta-llama/Llama-2-70b-chat-hf,0.11036360535605164,0.6990512000004514,0.2527507089710752,0.46974590768537694,0.08910232587499683,0.13895162115620285,0.40222107500124615,100
expert,harmless,allenai/tulu-2-70b | gpt-4-turbo-2024-04-09 | meta-llama/Meta-Llama-3-70B-Instruct,0.09210425608993197,0.6900544836844108,0.24827594251749274,0.44283355902384214,0.07261676498073212,0.12700032990947732,0.32581480213410186,100
expert,harmless,allenai/tulu-2-70b | meta-llama/Llama-2-70b-chat-hf | meta-llama/Meta-Llama-3-70B-Instruct,0.037550330726356634,0.6431666212654686,0.22535253213524764,0.3418330402253221,0.07407596099986881,0.119566976119708,0.14118163521924768,100
expert,harmless,allenai/tulu-2-7b | gpt-3.5-turbo-0125 | gpt-4-turbo-2024-04-09,0.16518946388485098,0.6327196925517424,0.2204715637055927,0.36616544405448836,0.07671876707458188,0.13645506773927288,0.27532578519235945,100
expert,harmless,allenai/tulu-2-7b | gpt-3.5-turbo-0125 | meta-llama/Llama-2-70b-chat-hf,0.06016896843979345,0.6493925912718558,0.22801715184069196,0.371434787251388,0.06715220625762024,0.11889167518259863,0.1963974986113152,100
expert,harmless,allenai/tulu-2-7b | gpt-3.5-turbo-0125 | meta-llama/Meta-Llama-3-70B-Instruct,0.07213964103620034,0.6929078073546683,0.24968096495387354,0.430632956705107,0.06554003499500649,0.11388487879478774,0.24890916873626726,100
expert,harmless,allenai/tulu-2-7b | gpt-4-turbo-2024-04-09 | meta-llama/Llama-2-70b-chat-hf,0.058511804077830395,0.6041540586848432,0.20633970186052317,0.32520859055273654,0.06649267276075049,0.11728514659974404,0.1791508247174244,100
expert,harmless,allenai/tulu-2-7b | gpt-4-turbo-2024-04-09 | meta-llama/Meta-Llama-3-70B-Instruct,0.031713288198320484,0.628841800334563,0.21888928077151185,0.33311990839086936,0.06465018256084891,0.10295851199179296,0.11187794694099047,100
expert,harmless,allenai/tulu-2-7b | meta-llama/Llama-2-70b-chat-hf | meta-llama/Meta-Llama-3-70B-Instruct,0.058222086861308184,0.6388718451233499,0.22270104830901044,0.34633153282221335,0.07229405291200955,0.11402782234897843,0.13185227951171663,100
expert,harmless,gpt-3.5-turbo-0125 | gpt-4-turbo-2024-04-09 | meta-llama/Llama-2-70b-chat-hf,0.032942850277113564,0.6707166410476257,0.23848864972240172,0.3670592051411111,0.08120606041864967,0.12297608856408178,0.15947118437340127,100
expert,harmless,gpt-3.5-turbo-0125 | gpt-4-turbo-2024-04-09 | meta-llama/Meta-Llama-3-70B-Instruct,0.1686561373809516,0.681808576336847,0.24384869358699807,0.3800724247675197,0.06470179699416463,0.12170184361185359,0.14749361968398866,100
expert,harmless,gpt-3.5-turbo-0125 | meta-llama/Llama-2-70b-chat-hf | meta-llama/Meta-Llama-3-70B-Instruct,0.12948873256677457,0.6337311831950639,0.22027628535255628,0.3301389270468036,0.07420042016795321,0.12334442498621286,0.11053578761647767,100
expert,harmless,gpt-4-turbo-2024-04-09 | meta-llama/Llama-2-70b-chat-hf | meta-llama/Meta-Llama-3-70B-Instruct,0.023797408116817666,0.6321573183204787,0.21991292805619916,0.3224705351745918,0.06538749001307204,0.11285065915460074,0.09692018221967463,100
expert,helpful,allenai/tulu-2-70b | allenai/tulu-2-7b | gpt-3.5-turbo-0125,0.013119314940767545,0.6751128819885056,0.24104101583938062,0.4076524112520898,0.021646689816295858,0.03819646167984206,0.05275088442363162,100
expert,helpful,allenai/tulu-2-70b | allenai/tulu-2-7b | gpt-4-turbo-2024-04-09,0.013630212569714882,0.5256207879731657,0.17238192274865338,0.23868165667848565,0.01554813211703139,0.03179798851900394,0.0,100
expert,helpful,allenai/tulu-2-70b | allenai/tulu-2-7b | meta-llama/Llama-2-70b-chat-hf,0.0017144646698307748,0.6168955230082485,0.2132113903612081,0.3175030636414312,0.021048221708362805,0.034071527206185226,0.0,100
expert,helpful,allenai/tulu-2-70b | allenai/tulu-2-7b | meta-llama/Meta-Llama-3-70B-Instruct,0.009111791767851733,0.5717151025986053,0.19246438535861304,0.27271861802994474,0.01808373123753134,0.030976448741420814,0.0,100
expert,helpful,allenai/tulu-2-70b | gpt-3.5-turbo-0125 | gpt-4-turbo-2024-04-09,0.0010002641987492376,0.5417477455825946,0.17965901918851654,0.26278724975151213,0.018896571400092498,0.030469649434016154,0.04597557699690162,100
expert,helpful,allenai/tulu-2-70b | gpt-3.5-turbo-0125 | meta-llama/Llama-2-70b-chat-hf,0.005746290137211714,0.6537382322155494,0.23060691414956422,0.3694320454160037,0.02418198172973448,0.0376474217840417,0.04957716301651025,98
expert,helpful,allenai/tulu-2-70b | gpt-3.5-turbo-0125 | meta-llama/Meta-Llama-3-70B-Instruct,0.0024247446756070564,0.6015470596851243,0.20609907272820926,0.31002097797306716,0.02016079470761041,0.03322660571836383,0.04587223473710033,100
expert,helpful,allenai/tulu-2-70b | gpt-4-turbo-2024-04-09 | meta-llama/Llama-2-70b-chat-hf,0.0006009311369702488,0.5751756173081619,0.19448372440264625,0.2757669218430172,0.018244442041822694,0.03125109473093711,0.0,100
expert,helpful,allenai/tulu-2-70b | gpt-4-turbo-2024-04-09 | meta-llama/Meta-Llama-3-70B-Instruct,0.003496996536368806,0.5636373199642201,0.1893876645693051,0.2848642876925033,0.01960387783971646,0.03449946694100935,0.08361392556758145,100
expert,helpful,allenai/tulu-2-70b | meta-llama/Llama-2-70b-chat-hf | meta-llama/Meta-Llama-3-70B-Instruct,0.003957023354987976,0.613831116445232,0.2117370370161479,0.31211152673859305,0.01866152624047044,0.032741176377732495,0.0,100
expert,helpful,allenai/tulu-2-7b | gpt-3.5-turbo-0125 | gpt-4-turbo-2024-04-09,0.012204800282371309,0.5340070690358916,0.17583851219952204,0.23990172380529856,0.018345240303345004,0.03306486544414938,0.0,100
expert,helpful,allenai/tulu-2-7b | gpt-3.5-turbo-0125 | meta-llama/Llama-2-70b-chat-hf,0.0019109169720962433,0.6159588607158963,0.2127456450312064,0.3139893706494737,0.022969235762354843,0.03632813438719334,0.0,100
expert,helpful,allenai/tulu-2-7b | gpt-3.5-turbo-0125 | meta-llama/Meta-Llama-3-70B-Instruct,0.009150910319736439,0.5761144187721752,0.1943683702614791,0.2724427418807075,0.019846553187894328,0.03286048936849518,0.0,100
